nct,outcome_title,unit,param_type,dispersion,arm,class,category,value,spread,ci_lo,ci_hi
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 1: Placebo,Upper Leg Length(Thigh)-Knee to Heel Length Ratio,,-0.01,0.08,,
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 1: Vosoritide,Upper Leg Length(Thigh)-Knee to Heel Length Ratio,,0.01,0.07,,
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 2: Placebo,Upper Leg Length(Thigh)-Knee to Heel Length Ratio,,-0.09,0.10,,
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 2: Vosoritide,Upper Leg Length(Thigh)-Knee to Heel Length Ratio,,-0.03,0.08,,
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 3: Placebo,Upper Leg Length(Thigh)-Knee to Heel Length Ratio,,0.01,0.16,,
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 3: Vosoritide,Upper Leg Length(Thigh)-Knee to Heel Length Ratio,,-0.02,0.11,,
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 1: Placebo,Upper Leg Length (Thigh) to Tibial Length Ratio,,0.00,0.12,,
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 1: Vosoritide,Upper Leg Length (Thigh) to Tibial Length Ratio,,0.02,0.17,,
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 2: Placebo,Upper Leg Length (Thigh) to Tibial Length Ratio,,-0.16,0.24,,
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 2: Vosoritide,Upper Leg Length (Thigh) to Tibial Length Ratio,,-0.10,0.07,,
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 3: Placebo,Upper Leg Length (Thigh) to Tibial Length Ratio,,0.00,0.29,,
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 3: Vosoritide,Upper Leg Length (Thigh) to Tibial Length Ratio,,0.04,0.22,,
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 1: Placebo,Arm Span to Standing Height Ratio,,0.00,0.02,,
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 1: Vosoritide,Arm Span to Standing Height Ratio,,0.00,0.06,,
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 2: Placebo,Arm Span to Standing Height Ratio,,0.00,0.02,,
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 2: Vosoritide,Arm Span to Standing Height Ratio,,-0.01,0.02,,
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 3: Placebo,Arm Span to Standing Height Ratio,,-0.01,0.04,,
NCT03583697,"Change From Baseline in Other Body Proportion Ratios (Arm Span to Height Ratio, Upper Arm Length to Lower Arm [Forearm] Length Ratio, Upper Leg Length [Thigh] to Knee to Heel Length Ratio, and Upper Leg Length (Thigh) to Tibial Length Ratio) at Week 52",Ratio,MEAN,Standard Deviation,Cohort 3: Vosoritide,Arm Span to Standing Height Ratio,,-0.02,0.07,,
NCT03583697,Change From Baseline in Bilateral X-rays of Left Femur Length (cm) to Tibia Length (cm) Ratio and Right Femur Length (cm) to Tibia Length (cm) Ratio at Week 52,Ratio,MEAN,Standard Deviation,All Vosoritide,Left Femur Length (cm) to Tibia Length (cm) Ratio,,-0.03,0.06,,
NCT03583697,Change From Baseline in Bilateral X-rays of Left Femur Length (cm) to Tibia Length (cm) Ratio and Right Femur Length (cm) to Tibia Length (cm) Ratio at Week 52,Ratio,MEAN,Standard Deviation,Placebo,Left Femur Length (cm) to Tibia Length (cm) Ratio,,-0.05,0.05,,
NCT03583697,Change From Baseline in Bilateral X-rays of Left Femur Length (cm) to Tibia Length (cm) Ratio and Right Femur Length (cm) to Tibia Length (cm) Ratio at Week 52,Ratio,MEAN,Standard Deviation,All Vosoritide,Right Femur Length (cm) to Tibia Length (cm) Ratio,,-0.05,0.06,,
NCT03583697,Change From Baseline in Bilateral X-rays of Left Femur Length (cm) to Tibia Length (cm) Ratio and Right Femur Length (cm) to Tibia Length (cm) Ratio at Week 52,Ratio,MEAN,Standard Deviation,Placebo,Right Femur Length (cm) to Tibia Length (cm) Ratio,,-0.02,0.03,,
NCT03583697,Change From Baseline in Bilateral X-rays of Left Tibia Length (cm) to Fibula Length (cm) Ratio & Right Tibia Length (cm) to Fibula Length (cm) Ratio at Week 52,Ratio,MEAN,Standard Deviation,All Vosoritide,Left Tibia Length (cm) to Fibula Length (cm) Ratio,,-0.02,0.04,,
NCT03583697,Change From Baseline in Bilateral X-rays of Left Tibia Length (cm) to Fibula Length (cm) Ratio & Right Tibia Length (cm) to Fibula Length (cm) Ratio at Week 52,Ratio,MEAN,Standard Deviation,Placebo,Left Tibia Length (cm) to Fibula Length (cm) Ratio,,-0.04,0.04,,
NCT03583697,Change From Baseline in Bilateral X-rays of Left Tibia Length (cm) to Fibula Length (cm) Ratio & Right Tibia Length (cm) to Fibula Length (cm) Ratio at Week 52,Ratio,MEAN,Standard Deviation,All Vosoritide,Right Tibia Length (cm) to Fibula Length(cm) Ratio,,-0.02,0.05,,
NCT03583697,Change From Baseline in Bilateral X-rays of Left Tibia Length (cm) to Fibula Length (cm) Ratio & Right Tibia Length (cm) to Fibula Length (cm) Ratio at Week 52,Ratio,MEAN,Standard Deviation,Placebo,Right Tibia Length (cm) to Fibula Length(cm) Ratio,,-0.03,0.04,,
NCT03625466,Part 1: Absolute Change in Stature-for-age Z-score at Week 48,z-score,MEAN,95% Confidence Interval,Part 1: Placebo,,,0.10,,-0.04,0.24
NCT03625466,Part 1: Absolute Change in Stature-for-age Z-score at Week 48,z-score,MEAN,95% Confidence Interval,Part 1: LUM/IVA,,,0.09,,-0.05,0.22
NCT03635073,Number of Participants With Potentially Clinically Significant Weight and Height,Participants,COUNT_OF_PARTICIPANTS,,Soticlestat,Height,,43,,,
NCT03635073,Number of Participants With Potentially Clinically Significant Weight and Height,Participants,COUNT_OF_PARTICIPANTS,,Soticlestat,Weight,,16,,,
NCT03659916,Change From Baseline in Height Z-Scores,Z-score,MEDIAN,Full Range,Cohort 1: Placebo/Odevixibat,Week 24,,0.181,,-0.28,1.53
NCT03659916,Change From Baseline in Height Z-Scores,Z-score,MEDIAN,Full Range,Cohort 1: Odevixibat/Odevixibat,Week 24,,0.341,,-1.04,2.26
NCT03659916,Change From Baseline in Height Z-Scores,Z-score,MEDIAN,Full Range,Cohort 2: Odevixibat,Week 24,,0.089,,-1.34,1.97
NCT03659916,Change From Baseline in Height Z-Scores,Z-score,MEDIAN,Full Range,Cohort 1: Placebo/Odevixibat,Week 48,,0.485,,0.02,1.42
NCT03659916,Change From Baseline in Height Z-Scores,Z-score,MEDIAN,Full Range,Cohort 1: Odevixibat/Odevixibat,Week 48,,0.662,,-0.75,2.08
NCT03659916,Change From Baseline in Height Z-Scores,Z-score,MEDIAN,Full Range,Cohort 2: Odevixibat,Week 48,,0.095,,-1.46,2.03
NCT03659916,Change From Baseline in Height Z-Scores,Z-score,MEDIAN,Full Range,Cohort 1: Placebo/Odevixibat,Average of Weeks 70-72,,0.556,,-0.01,1.57
NCT03659916,Change From Baseline in Height Z-Scores,Z-score,MEDIAN,Full Range,Cohort 1: Odevixibat/Odevixibat,Average of Weeks 70-72,,0.543,,-0.83,2.12
NCT03659916,Change From Baseline in Height Z-Scores,Z-score,MEDIAN,Full Range,Cohort 2: Odevixibat,Average of Weeks 70-72,,0.224,,-1.42,2.62
NCT03670004,"Foot's Height During the Swing Phase of Walking (i.e., Foot Clearance) Measured in Centimeter",cm,MEAN,Standard Deviation,Unilateral Below Knee Amputation,"Non-dominant/Impaired, normal speed",,6.1,1.5,,
NCT03670004,"Foot's Height During the Swing Phase of Walking (i.e., Foot Clearance) Measured in Centimeter",cm,MEAN,Standard Deviation,Non-Impaired,"Non-dominant/Impaired, normal speed",,5.5,1.2,,
NCT03670004,"Foot's Height During the Swing Phase of Walking (i.e., Foot Clearance) Measured in Centimeter",cm,MEAN,Standard Deviation,Unilateral Below Knee Amputation,"Dominant/Sound, normal speed",,6.1,1.3,,
NCT03670004,"Foot's Height During the Swing Phase of Walking (i.e., Foot Clearance) Measured in Centimeter",cm,MEAN,Standard Deviation,Non-Impaired,"Dominant/Sound, normal speed",,5.7,1.3,,
NCT03670004,"Foot's Height During the Swing Phase of Walking (i.e., Foot Clearance) Measured in Centimeter",cm,MEAN,Standard Deviation,Unilateral Below Knee Amputation,"Non-dominant/Impaired, fast speed",,5.1,1.2,,
NCT03670004,"Foot's Height During the Swing Phase of Walking (i.e., Foot Clearance) Measured in Centimeter",cm,MEAN,Standard Deviation,Non-Impaired,"Non-dominant/Impaired, fast speed",,4.1,0.8,,
NCT03670004,"Foot's Height During the Swing Phase of Walking (i.e., Foot Clearance) Measured in Centimeter",cm,MEAN,Standard Deviation,Unilateral Below Knee Amputation,"Dominant/Sound, fast speed",,4.7,0.7,,
NCT03670004,"Foot's Height During the Swing Phase of Walking (i.e., Foot Clearance) Measured in Centimeter",cm,MEAN,Standard Deviation,Non-Impaired,"Dominant/Sound, fast speed",,4.2,0.9,,
NCT03676751,Change in Height Over Time,cm,MEAN,Standard Deviation,Azithromycin,,,91.6,11.5,,
NCT03676751,Change in Height Over Time,cm,MEAN,Standard Deviation,Placebo,,,91.3,10.6,,
NCT03676764,Height-for-age Z-score in Individually Randomized Children at Healthy Child Visits,z score,MEAN,Standard Deviation,Targeted Oral Azithromycin,,,-0.31,1.3,,
NCT03676764,Height-for-age Z-score in Individually Randomized Children at Healthy Child Visits,z score,MEAN,Standard Deviation,Targeted Oral Placebo,,,-0.31,1.3,,
NCT03683758,Percentage Change From Baseline in Squat Jump Height After an 8 Week Intervention,Percentage of change,MEAN,Standard Deviation,FIFA11+ / Intervention Group,,,11.88,6.9,,
NCT03683758,Percentage Change From Baseline in Squat Jump Height After an 8 Week Intervention,Percentage of change,MEAN,Standard Deviation,Typical Warm-up / Control Group,,,7.54,7.1,,
NCT03689504,Change in Height/Length for Age Z Score From Baseline to 6 Months,change in Z score,MEAN,Standard Deviation,Standard of Care,,,-0.21,0.49,,
NCT03689504,Change in Height/Length for Age Z Score From Baseline to 6 Months,change in Z score,MEAN,Standard Deviation,Home Garden Intervention,,,-0.07,0.51,,
NCT03691779,Part B: Absolute Change in Height,centimeters (cm),LEAST_SQUARES_MEAN,95% Confidence Interval,Part B: ELX/TEZ/IVA,,,2.3,,1.9,2.7
NCT03691779,Part B: Absolute Change in Height-for-Age Z-Score,z-score,LEAST_SQUARES_MEAN,95% Confidence Interval,Part B: ELX/TEZ/IVA,,,-0.05,,-0.12,0.01
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Previously Treated,Week 4,,-0.6,9.99,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Treament Naïve,Week 4,,-0.9,10.52,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Overall,Week 4,,-0.8,10.19,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Previously Treated,Week 12,,-0.6,4.09,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Treament Naïve,Week 12,,-2.9,5.42,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Overall,Week 12,,-2.0,5.02,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Previously Treated,Week 20,,-0.5,2.61,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Treament Naïve,Week 20,,-3.8,4.69,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Overall,Week 20,,-2.5,4.28,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Previously Treated,Week 24,,-0.5,2.81,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Treament Naïve,Week 24,,-3.7,4.28,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Overall,Week 24,,-2.4,4.03,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Previously Treated,Week 44,,-0.4,2.48,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Treament Naïve,Week 44,,-4.1,3.77,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Overall,Week 44,,-2.6,3.76,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Previously Treated,Week 48,,-0.3,2.67,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Treament Naïve,Week 48,,-3.5,4.71,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Overall,Week 48,,-2.3,4.32,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Previously Treated,Week 72,,-0.5,2.09,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Treament Naïve,Week 72,,-4.3,3.53,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Overall,Week 72,,-2.8,3.55,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Previously Treated,Week 96,,-0.6,2.29,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Treament Naïve,Week 96,,-4.9,3.43,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Overall,Week 96,,-3.2,3.68,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Previously Treated,Week 120,,-1.2,1.96,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Treament Naïve,Week 120,,-5.6,3.27,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Overall,Week 120,,-3.9,3.54,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Previously Treated,Week 144,,-1.0,1.63,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Treament Naïve,Week 144,,-5.3,2.76,,
NCT03695237,Parts 1 and 2: Change From Baseline in Incremental Growth Rate,cm/year,MEAN,Standard Deviation,Leuprolide Acetate - Overall,Week 144,,-4.0,3.19,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Previously Treated,Week 24,,0.5,0.80,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Treament Naïve,Week 24,,0.7,0.56,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Overall,Week 24,,0.6,0.66,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Previously Treated,Week 48,,0.2,1.36,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Treament Naïve,Week 48,,0.6,0.41,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Overall,Week 48,,0.5,0.93,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Previously Treated,Week 72,,0.6,0.31,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Treament Naïve,Week 72,,0.6,0.38,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Overall,Week 72,,0.6,0.35,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Previously Treated,Week 96,,0.6,0.32,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Treament Naïve,Week 96,,0.7,0.28,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Overall,Week 96,,0.6,0.29,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Previously Treated,Week 120,,0.5,0.28,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Treament Naïve,Week 120,,0.6,0.34,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Overall,Week 120,,0.6,0.32,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Previously Treated,Week 144,,0.6,0.26,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Treament Naïve,Week 144,,0.6,0.24,,
NCT03695237,Parts 1 and 2: Ratio of Change From Baseline in Bone Age to Change From Baseline in Chronological Age,ratio,MEAN,Standard Deviation,Leuprolide Acetate - Overall,Week 144,,0.6,0.24,,
NCT03707977,Height Z-scores of Virally Suppressed Children Receiving bNAbs,change in score on a scale,MEAN,95% Confidence Interval,Steps 1-3 Participants (ART + 10-1074 + VRC01LS),,,0.18,,0.07,0.30
NCT03720938,"BMI Calculated as ""Weight (kg) / Height (m^2)""",kg/ m^2,MEAN,Standard Deviation,Control Group,At the beginning of games,,18.20,3.29,,
NCT03720938,"BMI Calculated as ""Weight (kg) / Height (m^2)""",kg/ m^2,MEAN,Standard Deviation,Intervention Group,At the beginning of games,,17.97,3.34,,
NCT03720938,"BMI Calculated as ""Weight (kg) / Height (m^2)""",kg/ m^2,MEAN,Standard Deviation,Control Group,At the end of the games,,18.86,3.57,,
NCT03720938,"BMI Calculated as ""Weight (kg) / Height (m^2)""",kg/ m^2,MEAN,Standard Deviation,Intervention Group,At the end of the games,,17.64,3.36,,
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Xpede™ Bone Cement,Change in vertebral body height (Anterior height) restoration at 6 months,,-4.271,,-5.348,-3.195
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Mendec Spine Bone Cement,Change in vertebral body height (Anterior height) restoration at 6 months,,-4.429,,-5.492,-3.366
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Xpede™ Bone Cement,Change in vertebral body height (Anterior height) restoration at 3 months,,-3.949,,-5.040,-2.859
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Mendec Spine Bone Cement,Change in vertebral body height (Anterior height) restoration at 3 months,,-4.154,,-5.234,-3.074
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Xpede™ Bone Cement,Change in vertebral body height (Anterior height) restoration at 1 day,,-2.514,,-3.597,-1.432
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Mendec Spine Bone Cement,Change in vertebral body height (Anterior height) restoration at 1 day,,-2.738,,-3.809,-1.666
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Xpede™ Bone Cement,Change in vertebral body height (Mid-vertebral height) restoration at 1 day,,-2.375,,-2.375,-1.531
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Mendec Spine Bone Cement,Change in vertebral body height (Mid-vertebral height) restoration at 1 day,,-2.845,,-3.679,-2.011
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Xpede™ Bone Cement,Change in vertebral body height (Mid-vertebral height) restoration at 3 months,,-3.727,,-4.610,-2.844
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Mendec Spine Bone Cement,Change in vertebral body height (Mid-vertebral height) restoration at 3 months,,-3.979,,-4.850,-3.108
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Xpede™ Bone Cement,Change in vertebral body height (Mid-vertebral height) restoration at 6 months,,-3.426,,-4.255,-2.597
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Mendec Spine Bone Cement,Change in vertebral body height (Mid-vertebral height) restoration at 6 months,,-3.603,,-4.418,-2.788
