nct,outcome_title,unit,param_type,dispersion,arm,class,category,value,spread,ci_lo,ci_hi
NCT02527200,Height Velocity at Week 16,Centimeters/year (cm/yr),MEAN,Standard Deviation,Part A+B: Placebo,,,4.258,4.274,,
NCT02527200,Height Velocity at Week 52,Centimeters/year (cm/yr),MEAN,Standard Deviation,Part A: Liraglutide,,,1.564,1.285,,
NCT02527200,Height Velocity at Week 52,Centimeters/year (cm/yr),MEAN,Standard Deviation,Part A: Placebo,,,1.839,1.658,,
NCT02527200,Height Velocity at Week 52,Centimeters/year (cm/yr),MEAN,Standard Deviation,Part B: Liraglutide,,,4.752,2.250,,
NCT02527200,Height Velocity at Week 52,Centimeters/year (cm/yr),MEAN,Standard Deviation,Part B: Placebo,,,5.620,1.690,,
NCT02527200,Height Velocity at Week 52,Centimeters/year (cm/yr),MEAN,Standard Deviation,Part A+B: Liraglutide,,,3.004,2.383,,
NCT02527200,Height Velocity at Week 52,Centimeters/year (cm/yr),MEAN,Standard Deviation,Part A+B: Placebo,,,3.173,2.466,,
NCT02544451,Absolute Change in Height,centimeter (cm),LEAST_SQUARES_MEAN,95% Confidence Interval,LUM/IVA to LUM/IVA,,,13.4,,12.9,14.0
NCT02544451,Absolute Change in Height,centimeter (cm),LEAST_SQUARES_MEAN,95% Confidence Interval,PBO to LUM/IVA,,,13.5,,12.8,14.1
NCT02544451,Absolute Change in Height-for-age Z-score,z-score,LEAST_SQUARES_MEAN,95% Confidence Interval,LUM/IVA to LUM/IVA,,,-0.01,,-0.08,0.07
NCT02544451,Absolute Change in Height-for-age Z-score,z-score,LEAST_SQUARES_MEAN,95% Confidence Interval,PBO to LUM/IVA,,,0.02,,-0.07,0.11
NCT02552810,"Esthetic Parameters Measured as the Changes in Mesial and Distal Papilla Height (PH) and Buccal Peri-implant Mucosa Changes at the Zenith (REC), Expressed in mm.",mm,MEAN,Standard Deviation,Plasma of Argon,PH,,0.48,0.40,,
NCT02552810,"Esthetic Parameters Measured as the Changes in Mesial and Distal Papilla Height (PH) and Buccal Peri-implant Mucosa Changes at the Zenith (REC), Expressed in mm.",mm,MEAN,Standard Deviation,Steam Clean,PH,,0.39,0.31,,
NCT02552810,"Esthetic Parameters Measured as the Changes in Mesial and Distal Papilla Height (PH) and Buccal Peri-implant Mucosa Changes at the Zenith (REC), Expressed in mm.",mm,MEAN,Standard Deviation,Plasma of Argon,REC,,0.58,0.66,,
NCT02552810,"Esthetic Parameters Measured as the Changes in Mesial and Distal Papilla Height (PH) and Buccal Peri-implant Mucosa Changes at the Zenith (REC), Expressed in mm.",mm,MEAN,Standard Deviation,Steam Clean,REC,,0.22,0.35,,
NCT02562235,Number of Subjects With Transitions From Baseline in Bone Age Compared to Chronological Age,Participants,COUNT_OF_PARTICIPANTS,,Riociguat >=6 to <18 Years,Transitioned from Delayed to In Accordance,,0,,,
NCT02562235,Number of Subjects With Transitions From Baseline in Bone Age Compared to Chronological Age,Participants,COUNT_OF_PARTICIPANTS,,Riociguat >=6 to <18 Years,Transitioned from Delayed to Advanced,,0,,,
NCT02562235,Number of Subjects With Transitions From Baseline in Bone Age Compared to Chronological Age,Participants,COUNT_OF_PARTICIPANTS,,Riociguat >=6 to <18 Years,Transitioned from In Accordance to Delayed,,1,,,
NCT02562235,Number of Subjects With Transitions From Baseline in Bone Age Compared to Chronological Age,Participants,COUNT_OF_PARTICIPANTS,,Riociguat >=6 to <18 Years,Transitioned from In Accordance to Advanced,,3,,,
NCT02562235,Number of Subjects With Transitions From Baseline in Bone Age Compared to Chronological Age,Participants,COUNT_OF_PARTICIPANTS,,Riociguat >=6 to <18 Years,Transitioned from In Accordance to Missing,,1,,,
NCT02562235,Number of Subjects With Transitions From Baseline in Bone Age Compared to Chronological Age,Participants,COUNT_OF_PARTICIPANTS,,Riociguat >=6 to <18 Years,Transitioned from Advanced to Delayed,,1,,,
NCT02562235,Number of Subjects With Transitions From Baseline in Bone Age Compared to Chronological Age,Participants,COUNT_OF_PARTICIPANTS,,Riociguat >=6 to <18 Years,Transitioned from Advanced to In Accordance,,0,,,
NCT02565914,Part A: Absolute Change in Height Z-score for 106/110 Efficacy Set,z-score,LEAST_SQUARES_MEAN,95% Confidence Interval,Part A: TEZ/IVA,Placebo-TEZ/IVA: Change at Week 96,,0.01,,-0.08,0.11
NCT02565914,Part A: Absolute Change in Height Z-score for 106/110 Efficacy Set,z-score,LEAST_SQUARES_MEAN,95% Confidence Interval,Part A: TEZ/IVA,TEZ/IVA-TEZ/IVA: Change at Week 96,,0.13,,0.04,0.22
NCT02565914,Part A: Absolute Change in Height Z-score for 108/110 Efficacy Set,z-score,LEAST_SQUARES_MEAN,95% Confidence Interval,Part A: TEZ/IVA,Placebo-TEZ/IVA: Change at Week 96,,-0.04,,-0.23,0.15
NCT02565914,Part A: Absolute Change in Height Z-score for 108/110 Efficacy Set,z-score,LEAST_SQUARES_MEAN,95% Confidence Interval,Part A: TEZ/IVA,IVA-TEZ/IVA: Change at Week 96,,0.20,,-0.05,0.45
NCT02565914,Part A: Absolute Change in Height Z-score for 108/110 Efficacy Set,z-score,LEAST_SQUARES_MEAN,95% Confidence Interval,Part A: TEZ/IVA,TEZ/IVA-TEZ/IVA: Change at Week 96,,0.23,,0.00,0.46
NCT02571972,Maximum Subretinal Fluid Height,microns,MEAN,Standard Deviation,Dorzolamide-timolol,Pre-enrollment visit,,111.5,101.3,,
NCT02571972,Maximum Subretinal Fluid Height,microns,MEAN,Standard Deviation,Dorzolamide-timolol,Enrollment visit,,126.6,78.2,,
NCT02571972,Maximum Subretinal Fluid Height,microns,MEAN,Standard Deviation,Dorzolamide-timolol,Study visit 1,,77.9,70.7,,
NCT02571972,Maximum Subretinal Fluid Height,microns,MEAN,Standard Deviation,Dorzolamide-timolol,Study visit 2,,62.0,59.7,,
NCT02571972,Maximum Subretinal Fluid Height,microns,MEAN,Standard Deviation,Dorzolamide-timolol,Study visit 3,,56.5,58.0,,
NCT02571972,Maximum Subretinal Fluid Height,microns,MEAN,Standard Deviation,Dorzolamide-timolol,Final visit,,49.5,54.1,,
NCT02571972,Maximum Pigment Epithelial Detachment Height,microns,MEAN,Standard Deviation,Dorzolamide-timolol,Pre-enrollment visit,,275.4,170.7,,
NCT02571972,Maximum Pigment Epithelial Detachment Height,microns,MEAN,Standard Deviation,Dorzolamide-timolol,Enrollment visit,,277.4,174.9,,
NCT02571972,Maximum Pigment Epithelial Detachment Height,microns,MEAN,Standard Deviation,Dorzolamide-timolol,Study visit 1,,258.9,173.7,,
NCT02571972,Maximum Pigment Epithelial Detachment Height,microns,MEAN,Standard Deviation,Dorzolamide-timolol,Study visit 2,,227.8,163.0,,
NCT02571972,Maximum Pigment Epithelial Detachment Height,microns,MEAN,Standard Deviation,Dorzolamide-timolol,Study visit 3,,275.4,160.8,,
NCT02571972,Maximum Pigment Epithelial Detachment Height,microns,MEAN,Standard Deviation,Dorzolamide-timolol,Final visit,,239.9,163.0,,
NCT02583256,Safety Endpoint: Percentage of Subjects With Diagnosis of Failure to Thrive or Short Stature,percentage of subjects,NUMBER,,aQIV/aQIV,,,0.25,,,
NCT02583256,Safety Endpoint: Percentage of Subjects With Diagnosis of Failure to Thrive or Short Stature,percentage of subjects,NUMBER,,aQIV/QIV,,,0.74,,,
NCT02583256,Safety Endpoint: Percentage of Subjects With Diagnosis of Failure to Thrive or Short Stature,percentage of subjects,NUMBER,,QIV/aQIV,,,0.25,,,
NCT02583256,Safety Endpoint: Percentage of Subjects With Diagnosis of Failure to Thrive or Short Stature,percentage of subjects,NUMBER,,QIV/QIV,,,0.76,,,
NCT02583360,Weight Growth Velocity in Grams/Day,grams/day,MEAN,Standard Deviation,Study,,,27,11.1,,
NCT02583360,Weight Growth Velocity in Grams/Day,grams/day,MEAN,Standard Deviation,Control,,,26.7,11.5,,
NCT02590562,Height,centimeters (cm),MEAN,Standard Deviation,Overall Population,,,161.6,6.56,,
NCT02602223,"Amount of Preservation of Alveolar Ridge Dimensions Following Ridge Preservation Procedures i.e., Horizontal Ridge Width Height Change in Millimeters as Assessed Through Analysis of CBCT Scans.",millimeters,MEAN,Standard Deviation,Amnion Chorion Membrane,,,1.33,0.72,,
NCT02602223,"Amount of Preservation of Alveolar Ridge Dimensions Following Ridge Preservation Procedures i.e., Horizontal Ridge Width Height Change in Millimeters as Assessed Through Analysis of CBCT Scans.",millimeters,MEAN,Standard Deviation,d-PTFE Membrane,,,2.53,3.34,,
NCT02602223,"Amount of Preservation of Alveolar Ridge Dimensions Following Ridge Preservation Procedures i.e., Vertical Ridge Height Change in Millimeters as Assessed Through Analysis of CBCT Scans.",millimeters,MEAN,Standard Deviation,Amnion Chorion Membrane,,,-0.24,0.91,,
NCT02602223,"Amount of Preservation of Alveolar Ridge Dimensions Following Ridge Preservation Procedures i.e., Vertical Ridge Height Change in Millimeters as Assessed Through Analysis of CBCT Scans.",millimeters,MEAN,Standard Deviation,d-PTFE Membrane,,,1.18,2.22,,
NCT02616562,"Height Velocity (HV) (cm/Year) During the First 26 Weeks of Treatment, Measured as Standing Height With Stadiometer",Centimetre per year (Cm/year),MEAN,Standard Deviation,Cohort I - Norditropin 0.034 mg/kg,,,11.35,3.27,,
NCT02616562,"Height Velocity (HV) (cm/Year) During the First 26 Weeks of Treatment, Measured as Standing Height With Stadiometer",Centimetre per year (Cm/year),MEAN,Standard Deviation,Cohort I - Somapacitan 0.04 mg/kg,,,7.96,2.04,,
NCT02616562,"Height Velocity (HV) (cm/Year) During the First 26 Weeks of Treatment, Measured as Standing Height With Stadiometer",Centimetre per year (Cm/year),MEAN,Standard Deviation,Cohort I - Somapacitan 0.08 mg/kg,,,10.92,1.90,,
NCT02616562,"Height Velocity (HV) (cm/Year) During the First 26 Weeks of Treatment, Measured as Standing Height With Stadiometer",Centimetre per year (Cm/year),MEAN,Standard Deviation,Cohort I - Somapcitan 0.16 mg/kg,,,12.88,3.46,,
NCT02616562,Cohort I: Change in Height Standard Deviation Score (HSDS),Score on scale,MEAN,Standard Deviation,Cohort I - Norditropin 0.034 mg/kg,Change at week 26,,0.66,0.38,,
NCT02616562,Cohort I: Change in Height Standard Deviation Score (HSDS),Score on scale,MEAN,Standard Deviation,Cohort I - Somapacitan 0.04 mg/kg,Change at week 26,,0.31,0.29,,
NCT02616562,Cohort I: Change in Height Standard Deviation Score (HSDS),Score on scale,MEAN,Standard Deviation,Cohort I - Somapacitan 0.08 mg/kg,Change at week 26,,0.63,0.29,,
NCT02616562,Cohort I: Change in Height Standard Deviation Score (HSDS),Score on scale,MEAN,Standard Deviation,Cohort I - Somapcitan 0.16 mg/kg,Change at week 26,,0.89,0.51,,
NCT02616562,Cohort I: Change in Height Standard Deviation Score (HSDS),Score on scale,MEAN,Standard Deviation,Cohort I - Norditropin 0.034 mg/kg,Change at week 52,,0.98,0.50,,
NCT02616562,Cohort I: Change in Height Standard Deviation Score (HSDS),Score on scale,MEAN,Standard Deviation,Cohort I - Somapacitan 0.04 mg/kg,Change at week 52,,0.59,0.46,,
NCT02616562,Cohort I: Change in Height Standard Deviation Score (HSDS),Score on scale,MEAN,Standard Deviation,Cohort I - Somapacitan 0.08 mg/kg,Change at week 52,,0.95,0.48,,
NCT02616562,Cohort I: Change in Height Standard Deviation Score (HSDS),Score on scale,MEAN,Standard Deviation,Cohort I - Somapcitan 0.16 mg/kg,Change at week 52,,1.45,0.86,,
NCT02616562,Cohort I: Change in Height Velocity Standard Deviation Score (HVSDS),Score on scale,MEAN,Standard Deviation,Cohort I - Norditropin 0.034 mg/kg,Change at week 26,,9.02,5.03,,
NCT02616562,Cohort I: Change in Height Velocity Standard Deviation Score (HVSDS),Score on scale,MEAN,Standard Deviation,Cohort I - Somapacitan 0.04 mg/kg,Change at week 26,,4.93,3.25,,
NCT02616562,Cohort I: Change in Height Velocity Standard Deviation Score (HVSDS),Score on scale,MEAN,Standard Deviation,Cohort I - Somapacitan 0.08 mg/kg,Change at week 26,,7.27,3.76,,
NCT02616562,Cohort I: Change in Height Velocity Standard Deviation Score (HVSDS),Score on scale,MEAN,Standard Deviation,Cohort I - Somapcitan 0.16 mg/kg,Change at week 26,,10.01,4.67,,
NCT02616562,Cohort I: Change in Height Velocity Standard Deviation Score (HVSDS),Score on scale,MEAN,Standard Deviation,Cohort I - Norditropin 0.034 mg/kg,Change at week 52,,7.41,4.08,,
NCT02616562,Cohort I: Change in Height Velocity Standard Deviation Score (HVSDS),Score on scale,MEAN,Standard Deviation,Cohort I - Somapacitan 0.04 mg/kg,Change at week 52,,4.72,2.79,,
NCT02616562,Cohort I: Change in Height Velocity Standard Deviation Score (HVSDS),Score on scale,MEAN,Standard Deviation,Cohort I - Somapacitan 0.08 mg/kg,Change at week 52,,6.14,3.36,,
NCT02616562,Cohort I: Change in Height Velocity Standard Deviation Score (HVSDS),Score on scale,MEAN,Standard Deviation,Cohort I - Somapcitan 0.16 mg/kg,Change at week 52,,8.60,3.15,,
NCT02616562,Height Velocity (HV) (cm/Year) at Weeks 52 (Derived From Standing Height),Cm/year,MEAN,Standard Deviation,Cohort I - Norditropin 0.034 mg/kg,,,9.8,2.3,,
NCT02616562,Height Velocity (HV) (cm/Year) at Weeks 52 (Derived From Standing Height),Cm/year,MEAN,Standard Deviation,Cohort I - Somapacitan 0.04 mg/kg,,,7.8,1.8,,
NCT02616562,Height Velocity (HV) (cm/Year) at Weeks 52 (Derived From Standing Height),Cm/year,MEAN,Standard Deviation,Cohort I - Somapacitan 0.08 mg/kg,,,9.7,1.8,,
NCT02616562,Height Velocity (HV) (cm/Year) at Weeks 52 (Derived From Standing Height),Cm/year,MEAN,Standard Deviation,Cohort I - Somapcitan 0.16 mg/kg,,,11.5,2.6,,
NCT02616562,Bone Age Progression vs. Chronological Age Ratio,Ratio,MEAN,Standard Deviation,Cohort I - Norditropin 0.034 mg/kg,,,0.577,0.176,,
NCT02616562,Bone Age Progression vs. Chronological Age Ratio,Ratio,MEAN,Standard Deviation,Cohort I - Somapacitan 0.04 mg/kg,,,0.570,0.147,,
NCT02616562,Bone Age Progression vs. Chronological Age Ratio,Ratio,MEAN,Standard Deviation,Cohort I - Somapacitan 0.08 mg/kg,,,0.651,0.176,,
NCT02616562,Bone Age Progression vs. Chronological Age Ratio,Ratio,MEAN,Standard Deviation,Cohort I - Somapcitan 0.16 mg/kg,,,0.705,0.207,,
NCT02617563,To Observe and Document the Patient Profile When Choosing a Particular Minimally Invasive Fusion Procedure - Height,centimeter (cm),MEAN,Standard Deviation,ALIF,,,169.4,9.0,,
NCT02617563,To Observe and Document the Patient Profile When Choosing a Particular Minimally Invasive Fusion Procedure - Height,centimeter (cm),MEAN,Standard Deviation,DLIF,,,167.5,9.6,,
NCT02617563,To Observe and Document the Patient Profile When Choosing a Particular Minimally Invasive Fusion Procedure - Height,centimeter (cm),MEAN,Standard Deviation,OLIF,,,162.3,8.7,,
NCT02617563,To Observe and Document the Patient Profile When Choosing a Particular Minimally Invasive Fusion Procedure - Height,centimeter (cm),MEAN,Standard Deviation,PLIF,,,167.3,8.1,,
NCT02617563,To Observe and Document the Patient Profile When Choosing a Particular Minimally Invasive Fusion Procedure - Height,centimeter (cm),MEAN,Standard Deviation,MIDLF,,,164.0,10.4,,
NCT02617563,To Observe and Document the Patient Profile When Choosing a Particular Minimally Invasive Fusion Procedure - Height,centimeter (cm),MEAN,Standard Deviation,TLIF,,,164.2,8.2,,
NCT02617901,Number of Participants With Observer Agreement Between Bone Age as Assessed From Left Hand and Wrist DXA Compared to Radiographs,Participants,COUNT_OF_PARTICIPANTS,,Recruited Children,,,20,,,
NCT02623348,Change in Total Body Muscle Mass (Adjusted by Height Squared),kg/m2,MEDIAN,Inter-Quartile Range,Pedometer,,,0.30,,-0.50,0.76
NCT02623348,Change in Total Body Muscle Mass (Adjusted by Height Squared),kg/m2,MEDIAN,Inter-Quartile Range,Usual Care,,,-0.47,,-0.90,0.35
NCT02624869,"Change From Baseline in Height at Weeks 24, 48, and 80",cm,MEAN,Standard Error,HeFH (Placebo in Parent Study): Evolocumab 420 mg QM,Females: Baseline,,158.1,2.3,,
NCT02624869,"Change From Baseline in Height at Weeks 24, 48, and 80",cm,MEAN,Standard Error,HeFH (Evolocumab in Parent Study): Evolocumab 420 mg QM,Females: Baseline,,157.9,1.3,,
NCT02624869,"Change From Baseline in Height at Weeks 24, 48, and 80",cm,MEAN,Standard Error,HoFH: Evolocumab 420 mg QM,Females: Baseline,,149.4,7.1,,
NCT02624869,"Change From Baseline in Height at Weeks 24, 48, and 80",cm,MEAN,Standard Error,HeFH (Placebo in Parent Study): Evolocumab 420 mg QM,Females: Change at week 24,,2.8,0.7,,
NCT02624869,"Change From Baseline in Height at Weeks 24, 48, and 80",cm,MEAN,Standard Error,HeFH (Evolocumab in Parent Study): Evolocumab 420 mg QM,Females: Change at week 24,,2.0,0.4,,
NCT02624869,"Change From Baseline in Height at Weeks 24, 48, and 80",cm,MEAN,Standard Error,HoFH: Evolocumab 420 mg QM,Females: Change at week 24,,1.6,1.1,,
NCT02624869,"Change From Baseline in Height at Weeks 24, 48, and 80",cm,MEAN,Standard Error,HeFH (Placebo in Parent Study): Evolocumab 420 mg QM,Females: Change at week 48,,4.2,1.0,,
NCT02624869,"Change From Baseline in Height at Weeks 24, 48, and 80",cm,MEAN,Standard Error,HeFH (Evolocumab in Parent Study): Evolocumab 420 mg QM,Females: Change at week 48,,2.8,0.5,,
NCT02624869,"Change From Baseline in Height at Weeks 24, 48, and 80",cm,MEAN,Standard Error,HoFH: Evolocumab 420 mg QM,Females: Change at week 48,,1.4,2.4,,
NCT02624869,"Change From Baseline in Height at Weeks 24, 48, and 80",cm,MEAN,Standard Error,HeFH (Placebo in Parent Study): Evolocumab 420 mg QM,Females: Change at week 80,,4.0,1.7,,
NCT02624869,"Change From Baseline in Height at Weeks 24, 48, and 80",cm,MEAN,Standard Error,HeFH (Evolocumab in Parent Study): Evolocumab 420 mg QM,Females: Change at week 80,,3.4,0.7,,
