Symbol	Diffrna-MFS_perichondrium_starMin33_PC-mut_vs_PC-WT	RowSum	RowMean	RowSampleSD	RowSampleCV	Description	ReadWrite_SCPs	ReadWrite_human_symbols
ITGB5	-0.657995879650116	0	0	0	0	integrin beta 5		ITGB5
ITGB7	-3.99686002731323	0	0	0	0	integrin beta 7		ITGB7
ITGB8	0.762524724006653	0	0	0	0	integrin beta 8		ITGB8
JAG1	0.58938854932785	0	0	0	0	jagged 1		JAG1
JAK3	-1.48714780807495	0	0	0	0	Janus kinase 3		JAK3
JOSD2	-0.681176006793976	0	0	0	0	Josephin domain containing 2		JOSD2
JUND	-1.52194285392761	0	0	0	0	jun D proto-oncogene		JUND
KANSL1L	0.591493964195251	0	0	0	0	KAT8 regulatory NSL complex subunit 1-like		KANSL1L
KANTR	0.872889757156372	0	0	0	0	Kdm5c adjacent non-coding transcript		KANTR
KARS	-0.588299334049225	0	0	0	0	lysyl-tRNA synthetase		KARS1
KAT8	-0.830347716808319	0	0	0	0	K(lysine) acetyltransferase 8		KAT8
KCNG2	-1.48811268806458	0	0	0	0	potassium voltage-gated channel, subfamily G, member 2		KCNG2
KCNQ1OT1	0.748082339763641	0	0	0	0	KCNQ1 overlapping transcript 1		KCNQ1OT1
KCTD12	0.489137709140778	0	0	0	0	potassium channel tetramerisation domain containing 12		KCTD12
KCTD17	-0.6927450299263	0	0	0	0	potassium channel tetramerisation domain containing 17		KCTD17
KCTD4	1.35766267776489	0	0	0	0	potassium channel tetramerisation domain containing 4		KCTD4
KDM3A	0.801974713802338	0	0	0	0	lysine (K)-specific demethylase 3A		KDM3A
KDM4A	-0.757607877254486	0	0	0	0	lysine (K)-specific demethylase 4A		KDM4A
KDM6A	0.981067359447479	0	0	0	0	lysine (K)-specific demethylase 6A		KDM6A
KHSRP	-0.721005976200104	0	0	0	0	KH-type splicing regulatory protein		KHSRP
KIF15	0.650229275226593	0	0	0	0	kinesin family member 15		KIF15
KITL	0.628603637218475	0	0	0	0	kit ligand		KITLG
KLC4	-0.984337985515594	0	0	0	0	kinesin light chain 4		KLC4
KLF9	0.615987062454224	0	0	0	0	Kruppel-like factor 9		KLF9
KLHDC3	-0.713275372982025	0	0	0	0	kelch domain containing 3		KLHDC3
KLHL28	0.595888733863831	0	0	0	0	kelch-like 28		KLHL28
KMT2D	-1.03337359428406	0	0	0	0	lysine (K)-specific methyltransferase 2D		KMT2D
KNL1	0.713513553142548	0	0	0	0	kinetochore scaffold 1		KNL1
KRIT1	0.815367877483368	0	0	0	0	KRIT1, ankyrin repeat containing		KRIT1
KRTCAP2	-0.58493971824646	0	0	0	0	keratinocyte associated protein 2		KRTCAP2
LAPTM4B	0.443927466869354	0	0	0	0	lysosomal-associated protein transmembrane 4B		LAPTM4B
LAPTM5	-0.979221403598785	0	0	0	0	lysosomal-associated protein transmembrane 5		LAPTM5
LARP4B	0.560729563236237	0	0	0	0	La ribonucleoprotein domain family, member 4B		LARP4B
LCORL	0.636015772819519	0	0	0	0	ligand dependent nuclear receptor corepressor-like		LCORL
LEKR1	1.28014194965363	0	0	0	0	leucine, glutamate and lysine rich 1		LEKR1
LENG8	-0.868240594863892	0	0	0	0	leukocyte receptor cluster (LRC) member 8		LENG8
LGALS3	-0.68676096200943	0	0	0	0	lectin, galactose binding, soluble 3		LGALS3
LIN37	-1.14298474788666	0	0	0	0	lin-37 homolog (C. elegans)		LIN37
LMCD1	-0.642404675483704	0	0	0	0	LIM and cysteine-rich domains 1		LMCD1
LOXL1	-0.56501704454422	0	0	0	0	lysyl oxidase-like 1		LOXL1
LPCAT4	-1.01452314853668	0	0	0	0	lysophosphatidylcholine acyltransferase 4		LPCAT4
LRFN4	-0.801958858966827	0	0	0	0	leucine rich repeat and fibronectin type III domain containing 4		LRFN4
LRRC47	-0.789934098720551	0	0	0	0	leucine rich repeat containing 47		LRRC47
LRRC59	-0.836632251739502	0	0	0	0	leucine rich repeat containing 59		LRRC59
LRRTM2	0.941485524177551	0	0	0	0	leucine rich repeat transmembrane neuronal 2		LRRTM2
LSM2	-0.662215769290924	0	0	0	0	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated		LSM2
LST1	-0.996290564537048	0	0	0	0	leukocyte specific transcript 1		LST1
LTB	-4.19582414627075	0	0	0	0	lymphotoxin B		LTB
LTBP2	-0.714907288551331	0	0	0	0	latent transforming growth factor beta binding protein 2		LTBP2
LTBP3	-0.56135094165802	0	0	0	0	latent transforming growth factor beta binding protein 3		LTBP3
LTBP4	-1.21320390701294	0	0	0	0	latent transforming growth factor beta binding protein 4		LTBP4
LTBR	-0.621500909328461	0	0	0	0	lymphotoxin B receptor		LTBR
LUC7L2	0.7093306183815	0	0	0	0	LUC7-like 2 (S. cerevisiae)		LUC7L2
LY6E	-1.44543015956879	0	0	0	0	lymphocyte antigen 6 complex, locus E		LY6E
LYNX1	-1.21210050582886	0	0	0	0	Ly6/neurotoxin 1		LYNX1
LYPLA2	-1.07314109802246	0	0	0	0	lysophospholipase 2		LYPLA2
MAD1L1	-1.36235010623932	0	0	0	0	MAD1 mitotic arrest deficient 1-like 1		MAD1L1
MAF	0.549004197120667	0	0	0	0	avian musculoaponeurotic fibrosarcoma oncogene homolog		MAF
MAGI2	0.701686203479767	0	0	0	0	membrane associated guanylate kinase, WW and PDZ domain containing 2		MAGI2
MAL	1.7269002199173	0	0	0	0	myelin and lymphocyte protein, T cell differentiation protein		MAL
MALAT1	0.753212213516235	0	0	0	0	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)		MALAT1
MAN2B2	-1.1262458562851	0	0	0	0	mannosidase 2, alpha B2		MAN2B2
MAN2C1	-1.08839535713196	0	0	0	0	mannosidase, alpha, class 2C, member 1		MAN2C1
MAP2	1.27249121665955	0	0	0	0	microtubule-associated protein 2		MAP2
MAP3K6	-1.79119575023651	0	0	0	0	mitogen-activated protein kinase kinase kinase 6		MAP3K6
MAP6	-1.41542983055115	0	0	0	0	microtubule-associated protein 6		MAP6
MAPK12	-0.816036820411682	0	0	0	0	mitogen-activated protein kinase 12		MAPK12
MARCKS	0.45870515704155	0	0	0	0	myristoylated alanine rich protein kinase C substrate		MARCKS
MARCKSL1	-0.707264602184296	0	0	0	0	MARCKS-like 1		MARCKSL1
MAST2	-0.764762461185455	0	0	0	0	microtubule associated serine/threonine kinase 2		MAST2
MATN4	-0.836998820304871	0	0	0	0	matrilin 4		MATN4
MBD3	-0.532899737358093	0	0	0	0	methyl-CpG binding domain protein 3		MBD3
MBP	1.77985846996307	0	0	0	0	myelin basic protein		MBP
MBTD1	0.565806567668915	0	0	0	0	mbt domain containing 1		MBTD1
MBTPS2	0.590153098106384	0	0	0	0	membrane-bound transcription factor peptidase, site 2		MBTPS2
MCPT4	-0.750568747520447	0	0	0	0	mast cell protease 4		MCPT4
MCRS1	-0.783163130283356	0	0	0	0	microspherule protein 1		MCRS1
MDK	-0.649481475353241	0	0	0	0	midkine		MDK
MEAF6	-0.875800371170044	0	0	0	0	MYST/Esa1-associated factor 6		MEAF6
MED13L	0.561484038829803	0	0	0	0	mediator complex subunit 13-like		MED13L
MED25	-0.822452485561371	0	0	0	0	mediator complex subunit 25		MED25
MED29	-0.685875654220581	0	0	0	0	mediator complex subunit 29		MED29
MEIOC	2.12156081199646	0	0	0	0	meiosis specific with coiled-coil domain		MEIOC
MEOX1	-0.75248259305954	0	0	0	0	mesenchyme homeobox 1		MEOX1
METAP1D	0.802686631679535	0	0	0	0	methionyl aminopeptidase type 1D (mitochondrial)		METAP1D
METRNL	-0.82493793964386	0	0	0	0	meteorin, glial cell differentiation regulator-like		METRNL
MFAP2	-0.722218692302704	0	0	0	0	microfibrillar-associated protein 2		MFAP2
MFAP4	-0.639143228530884	0	0	0	0	microfibrillar-associated protein 4		MFAP4
MFGE8	-0.635221064090729	0	0	0	0	milk fat globule EGF and factor V/VIII domain containing		MFGE8
MGST1	0.874395608901978	0	0	0	0	microsomal glutathione S-transferase 1		MGST1
MID2	0.609664142131805	0	0	0	0	midline 2		MID2
MIF	-0.941310167312622	0	0	0	0	macrophage migration inhibitory factor (glycosylation-inhibiting factor)		MIF
MIIP	-1.19693243503571	0	0	0	0	migration and invasion inhibitory protein		MIIP
MIR100HG	0.72476989030838	0	0	0	0	Mir100 Mirlet7a-2 Mir125b-1 cluster host gene		MIR100HG
MIR466I	4.21749591827393	0	0	0	0	microRNA 466i		MIR466I
MIS18BP1	0.856034457683563	0	0	0	0	MIS18 binding protein 1		MIS18BP1
MKNK2	-0.906438708305359	0	0	0	0	MAP kinase-interacting serine/threonine kinase 2		MKNK2
MLF2	-0.592841148376465	0	0	0	0	myeloid leukemia factor 2		MLF2
MLLT1	-0.674606323242188	0	0	0	0	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1		MLLT1
MLLT10	0.639362037181854	0	0	0	0	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10		MLLT10
MLXIP	-0.694583475589752	0	0	0	0	MLX interacting protein		MLXIP
MMP2	-1.23567092418671	0	0	0	0	matrix metallopeptidase 2		MMP2
MOB1B	0.618872165679932	0	0	0	0	MOB kinase activator 1B		MOB1B
MOB3A	-0.799524962902069	0	0	0	0	MOB kinase activator 3A		MOB3A
MOK	-4.05110502243042	0	0	0	0	MOK protein kinase		MOK
MOSPD3	-1.31083202362061	0	0	0	0	motile sperm domain containing 3		MOSPD3
MOV10	-1.20559883117676	0	0	0	0	Mov10 RISC complex RNA helicase		MOV10
MPHOSPH9	1.02195858955383	0	0	0	0	M-phase phosphoprotein 9		MPHOSPH9
MRC1	0.631306529045105	0	0	0	0	mannose receptor, C type 1		MRC1
MROH8	-4.21325588226318	0	0	0	0	maestro heat-like repeat family member 8		MROH8
MRPL28	-0.642489910125732	0	0	0	0	mitochondrial ribosomal protein L28		MRPL28
MRPL38	-0.744628727436066	0	0	0	0	mitochondrial ribosomal protein L38		MRPL38
MRPL4	-1.00743067264557	0	0	0	0	mitochondrial ribosomal protein L4		MRPL4
MRPL58	-0.721395909786224	0	0	0	0	mitochondrial ribosomal protein L58		MRPL58
MRPS12	-0.859911441802979	0	0	0	0	mitochondrial ribosomal protein S12		MRPS12
MRPS18A	-0.647879064083099	0	0	0	0	mitochondrial ribosomal protein S18A		MRPS18A
MRPS26	-0.76038670539856	0	0	0	0	mitochondrial ribosomal protein S26		MRPS26
MRPS34	-0.842918694019318	0	0	0	0	mitochondrial ribosomal protein S34		MRPS34
MS4A6B	0.717767715454102	0	0	0	0	membrane-spanning 4-domains, subfamily A, member 6B		MS4A6B
MS4A6C	0.70613557100296	0	0	0	0	membrane-spanning 4-domains, subfamily A, member 6C		MS4A6C
MSH3	0.821072041988373	0	0	0	0	mutS homolog 3		MSH3
MSR1	0.724048495292664	0	0	0	0	macrophage scavenger receptor 1		MSR1
MT1	-1.30136573314667	0	0	0	0	metallothionein 1		MT1
MT3	-1.3114218711853	0	0	0	0	metallothionein 3		MT3
MTSS2	-1.15580415725708	0	0	0	0	MTSS I-BAR domain containing 2		MTSS2
MUSK	-1.71221160888672	0	0	0	0	muscle, skeletal, receptor tyrosine kinase		MUSK
MUSTN1	-0.973755776882172	0	0	0	0	musculoskeletal, embryonic nuclear protein 1		MUSTN1
MYBPH	-1.04249215126038	0	0	0	0	myosin binding protein H		MYBPH
MYG1	-0.663330554962158	0	0	0	0	melanocyte proliferating gene 1		C12orf10
MYL9	-0.691001713275909	0	0	0	0	myosin, light polypeptide 9, regulatory		MYL9
MYLK4	0.90962016582489	0	0	0	0	myosin light chain kinase family, member 4		MYLK4
MYO1D	-0.529775559902191	0	0	0	0	myosin ID		MYO1D
MYPN	-1.53138494491577	0	0	0	0	myopalladin		MYPN
MYSM1	0.673680484294891	0	0	0	0	myb-like, SWIRM and MPN domains 1		MYSM1
MZT2	-0.798100531101227	0	0	0	0	mitotic spindle organizing protein 2		MZT2A
NABP2	-1.09163212776184	0	0	0	0	nucleic acid binding protein 2		NABP2
NAGA	-0.761635959148407	0	0	0	0	N-acetyl galactosaminidase, alpha		NAGA
NAMPT	0.54819518327713	0	0	0	0	nicotinamide phosphoribosyltransferase		NAMPT
NANS	-0.533940672874451	0	0	0	0	N-acetylneuraminic acid synthase (sialic acid synthase)		NANS
NAPA	-1.09052848815918	0	0	0	0	N-ethylmaleimide sensitive fusion protein attachment protein alpha		NAPA
NAXD	-0.601346492767334	0	0	0	0	NAD(P)HX dehydratase		NAXD
NBEAL1	0.712050974369049	0	0	0	0	neurobeachin like 1		NBEAL1
NBL1	-1.1555290222168	0	0	0	0	NBL1, DAN family BMP antagonist		MICOS10-NBL1;NBL1
NCAPD2	-0.804880142211914	0	0	0	0	non-SMC condensin I complex, subunit D2		NCAPD2
NCAPG	0.695628345012665	0	0	0	0	non-SMC condensin I complex, subunit G		NCAPG
NCDN	-1.07466471195221	0	0	0	0	neurochondrin		NCDN
NCKAP5L	-1.37265026569366	0	0	0	0	NCK-associated protein 5-like		NCKAP5L
NDUFA10	-0.809804081916809	0	0	0	0	NADH:ubiquinone oxidoreductase subunit A10		NDUFA10
NDUFA12	-0.686947345733643	0	0	0	0	NADH:ubiquinone oxidoreductase subunit A12		NDUFA12
NDUFA4L2	-1.34174573421478	0	0	0	0	Ndufa4, mitochondrial complex associated like 2		NDUFA4L2
NDUFAF3	-0.635933876037598	0	0	0	0	NADH:ubiquinone oxidoreductase complex assembly factor 3		NDUFAF3
NDUFB7	-0.580885469913483	0	0	0	0	NADH:ubiquinone oxidoreductase subunit B7		NDUFB7
NDUFS7	-0.74260538816452	0	0	0	0	NADH:ubiquinone oxidoreductase core subunit S7		NDUFS7
NDUFV3	-0.671091198921204	0	0	0	0	NADH:ubiquinone oxidoreductase core subunit V3		NDUFV3
NFIB	0.545293867588043	0	0	0	0	nuclear factor I/B		NFIB
NFIC	-0.816122889518738	0	0	0	0	nuclear factor I/C		NFIC
NFIX	-0.990197598934174	0	0	0	0	nuclear factor I/X		NFIX
NFKBIB	-1.84340798854828	0	0	0	0	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, beta		NFKBIB
NFKBIL1	-1.12967145442963	0	0	0	0	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor like 1		NFKBIL1
NFYC	-0.800079762935638	0	0	0	0	nuclear transcription factor-Y gamma		NFYC
NGEF	-0.94964075088501	0	0	0	0	neuronal guanine nucleotide exchange factor		NGEF
NID1	0.419432014226913	0	0	0	0	nidogen 1		NID1
NKD1	-0.939596235752106	0	0	0	0	naked cuticle 1		NKD1
NOL12	-1.06314301490784	0	0	0	0	nucleolar protein 12		NOL12
NOL3	-0.975545227527618	0	0	0	0	nucleolar protein 3 (apoptosis repressor with CARD domain)		NOL3
NOLC1	-0.924332916736603	0	0	0	0	nucleolar and coiled-body phosphoprotein 1		NOLC1
NOMO1	-1.02921736240387	0	0	0	0	nodal modulator 1		NOMO1;NOMO2;NOMO3
NOP2	-1.40192544460297	0	0	0	0	NOP2 nucleolar protein		NOP2
NOP53	-0.830579280853271	0	0	0	0	NOP53 ribosome biogenesis factor		NOP53
NOS1	-4.13063955307007	0	0	0	0	nitric oxide synthase 1, neuronal		NOS1
NOS3	-0.913244605064392	0	0	0	0	nitric oxide synthase 3, endothelial cell		NOS3
NPDC1	-0.546422839164734	0	0	0	0	neural proliferation, differentiation and control 1		NPDC1
NPHP1	-0.904383063316345	0	0	0	0	nephronophthisis 1 (juvenile) homolog (human)		NPHP1
NR1D1	-1.02058386802673	0	0	0	0	nuclear receptor subfamily 1, group D, member 1		NR1D1
NR1H2	-0.939257502555847	0	0	0	0	nuclear receptor subfamily 1, group H, member 2		NR1H2
NR2F2	0.559810936450958	0	0	0	0	nuclear receptor subfamily 2, group F, member 2		NR2F2
NRK	0.595260918140411	0	0	0	0	Nik related kinase		NRK
NRM	-0.722062289714813	0	0	0	0	nurim (nuclear envelope membrane protein)		NRM
NSFL1C	-0.801110029220581	0	0	0	0	NSFL1 (p97) cofactor (p47)		NSFL1C
NSMF	-0.624738037586212	0	0	0	0	NMDA receptor synaptonuclear signaling and neuronal migration factor		NSMF
NT5C	-0.654325425624847	0	0	0	0	5',3'-nucleotidase, cytosolic		NT5C
NT5DC2	-0.868538022041321	0	0	0	0	5'-nucleotidase domain containing 2		NT5DC2
NT5M	-0.878436326980591	0	0	0	0	5',3'-nucleotidase, mitochondrial		NT5M
NUCB1	-1.29938530921936	0	0	0	0	nucleobindin 1		NUCB1
NUDC	-0.673585176467896	0	0	0	0	nudC nuclear distribution protein		NUDC
NUDT9	-0.904918313026428	0	0	0	0	nudix (nucleoside diphosphate linked moiety X)-type motif 9		NUDT9
NUFIP2	0.565640866756439	0	0	0	0	nuclear fragile X mental retardation protein interacting protein 2		NUFIP2
NUMBL	-0.738920211791992	0	0	0	0	numb-like		NUMBL
NUP93	-0.778247952461243	0	0	0	0	nucleoporin 93		NUP93
NUPR1	-1.1482754945755	0	0	0	0	nuclear protein transcription regulator 1		NUPR1
NUSAP1	0.560257315635681	0	0	0	0	nucleolar and spindle associated protein 1		NUSAP1
OBSL1	-0.502370536327362	0	0	0	0	obscurin-like 1		OBSL1
OGDH	-0.873603761196136	0	0	0	0	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)		OGDH
OGFOD3	-0.985674023628235	0	0	0	0	2-oxoglutarate and iron-dependent oxygenase domain containing 3		OGFOD3
OGN	0.701382339000702	0	0	0	0	osteoglycin		OGN
OLFML3	-0.488566100597382	0	0	0	0	olfactomedin-like 3		OLFML3
OMG	1.67512249946594	0	0	0	0	oligodendrocyte myelin glycoprotein		OMG
OS9	-0.611041009426117	0	0	0	0	amplified in osteosarcoma		OS9
OSR2	-0.743884682655334	0	0	0	0	odd-skipped related 2		OSR2
OTUB1	-0.58825808763504	0	0	0	0	OTU domain, ubiquitin aldehyde binding 1		OTUB1
OTUB2	-1.42961466312408	0	0	0	0	OTU domain, ubiquitin aldehyde binding 2		OTUB2
P2RY12	0.8687664270401	0	0	0	0	purinergic receptor P2Y, G-protein coupled 12		P2RY12
P3H4	-0.568486571311951	0	0	0	0	prolyl 3-hydroxylase family member 4 (non-enzymatic)		P3H4
PABPC1L	-3.46350574493408	0	0	0	0	poly(A) binding protein, cytoplasmic 1-like		PABPC1L
PACS1	-0.854389369487762	0	0	0	0	phosphofurin acidic cluster sorting protein 1		PACS1
PAK4	-1.68192744255066	0	0	0	0	p21 (RAC1) activated kinase 4		PAK4
PALM	-0.71478408575058	0	0	0	0	paralemmin		PALM
PARK7	-0.706777095794678	0	0	0	0	Parkinson disease (autosomal recessive, early onset) 7		PARK7
PAXX	-0.813039183616638	0	0	0	0	non-homologous end joining factor		PAXX
PBXIP1	-0.546516478061676	0	0	0	0	pre B cell leukemia transcription factor interacting protein 1		PBXIP1
PCBP1	-0.44354248046875	0	0	0	0	poly(rC) binding protein 1		PCBP1
PCDH18	0.493265330791473	0	0	0	0	protocadherin 18		PCDH18
PCDHGC3	-1.13515758514404	0	0	0	0	protocadherin gamma subfamily C, 3		PCDHGC3
PCID2	-1.23994302749634	0	0	0	0	PCI domain containing 2		PCID2
PCMTD1	0.588301301002502	0	0	0	0	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1		PCMTD1
PCOLCE	-0.700097322463989	0	0	0	0	procollagen C-endopeptidase enhancer protein		PCOLCE
PCSK6	-0.633581757545471	0	0	0	0	proprotein convertase subtilisin/kexin type 6		PCSK6
PDGFB	-1.2415965795517	0	0	0	0	platelet derived growth factor, B polypeptide		PDGFB
PDIA5	-0.833728432655334	0	0	0	0	protein disulfide isomerase associated 5		PDIA5
PDIA6	-0.478494822978973	0	0	0	0	protein disulfide isomerase associated 6		PDIA6
PDK2	-1.43305194377899	0	0	0	0	pyruvate dehydrogenase kinase, isoenzyme 2		PDK2
PDLIM1	-1.07272708415985	0	0	0	0	PDZ and LIM domain 1 (elfin)		PDLIM1
PDLIM3	-1.07892048358917	0	0	0	0	PDZ and LIM domain 3		PDLIM3
PDLIM4	-0.951116263866425	0	0	0	0	PDZ and LIM domain 4		PDLIM4
PDLIM7	-1.13961589336395	0	0	0	0	PDZ and LIM domain 7		PDLIM7
PEBP1	-0.524565815925598	0	0	0	0	phosphatidylethanolamine binding protein 1		PEBP1
PEF1	-0.875231981277466	0	0	0	0	penta-EF hand domain containing 1		PEF1
PFDN6	-0.759420037269592	0	0	0	0	prefoldin subunit 6		PFDN6
PFKM	-0.655072510242462	0	0	0	0	phosphofructokinase, muscle		PFKM
PFN1	-0.961648881435394	0	0	0	0	profilin 1		PFN1
PGAP1	0.673569679260254	0	0	0	0	post-GPI attachment to proteins 1		PGAP1
PGF	-1.71856665611267	0	0	0	0	placental growth factor		PGF
PHB2	-0.596060156822205	0	0	0	0	prohibitin 2		PHB2
PHF20L1	0.620337724685669	0	0	0	0	PHD finger protein 20-like 1		PHF20L1
PI15	0.677985548973083	0	0	0	0	peptidase inhibitor 15		PI15
PI16	-0.959553241729736	0	0	0	0	peptidase inhibitor 16		PI16
PIAS4	-0.825609862804413	0	0	0	0	protein inhibitor of activated STAT 4		PIAS4
PIGS	-0.604224979877472	0	0	0	0	phosphatidylinositol glycan anchor biosynthesis, class S		PIGS
PIK3CA	0.557174861431122	0	0	0	0	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha		PIK3CA
PIK3R2	-1.60530889034271	0	0	0	0	phosphoinositide-3-kinase regulatory subunit 2		PIK3R2
PIP5K1C	-1.09582352638245	0	0	0	0	phosphatidylinositol-4-phosphate 5-kinase, type 1 gamma		PIP5K1C
PITPNB	-0.53517347574234	0	0	0	0	phosphatidylinositol transfer protein, beta		PITPNB
PITX1	-0.977546751499176	0	0	0	0	paired-like homeodomain transcription factor 1		PITX1
PKIG	-0.564073383808136	0	0	0	0	protein kinase inhibitor, gamma		PKIG
PKM	-0.636994302272797	0	0	0	0	pyruvate kinase, muscle		PKM
PKN1	-1.06865620613098	0	0	0	0	protein kinase N1		PKN1
PLA2G12A	-0.777099132537842	0	0	0	0	phospholipase A2, group XIIA		PLA2G12A
PLA2G6	-1.49929046630859	0	0	0	0	phospholipase A2, group VI		PLA2G6
PLBD2	-0.847074508666992	0	0	0	0	phospholipase B domain containing 2		PLBD2
PLCD1	-0.716887295246124	0	0	0	0	phospholipase C, delta 1		PLCD1
PLD3	-1.09400677680969	0	0	0	0	phospholipase D family, member 3		PLD3
PLEC	-0.766632378101349	0	0	0	0	plectin		PLEC
PLEKHG2	-0.782324016094208	0	0	0	0	pleckstrin homology domain containing, family G (with RhoGef domain) member 2		PLEKHG2
PLEKHO2	-1.01097762584686	0	0	0	0	pleckstrin homology domain containing, family O member 2		PLEKHO2
PLLP	2.19466853141785	0	0	0	0	plasma membrane proteolipid		PLLP
PLOD3	-0.642578363418579	0	0	0	0	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3		PLOD3
PLP1	0.84224259853363	0	0	0	0	proteolipid protein (myelin) 1		PLP1
PLP2	-0.397849708795547	0	0	0	0	proteolipid protein 2		PLP2
PLPPR3	-1.26086604595184	0	0	0	0	phospholipid phosphatase related 3		PLPPR3
PLTP	-0.909045219421387	0	0	0	0	phospholipid transfer protein		PLTP
PLVAP	-1.16705477237701	0	0	0	0	plasmalemma vesicle associated protein		PLVAP
POC1A	-1.32541453838348	0	0	0	0	POC1 centriolar protein A		POC1A
PODXL	-0.711909294128418	0	0	0	0	podocalyxin-like		PODXL
PODXL2	-0.974459588527679	0	0	0	0	podocalyxin-like 2		PODXL2
POFUT2	-0.955245733261108	0	0	0	0	protein O-fucosyltransferase 2		POFUT2
POLD1	-0.845162153244019	0	0	0	0	polymerase (DNA directed), delta 1, catalytic subunit		POLD1
POLR1F	0.556145429611206	0	0	0	0	RNA polymerase I subunit F		POLR1F
POLR2A	-0.508116722106934	0	0	0	0	polymerase (RNA) II (DNA directed) polypeptide A		POLR2A
POLR2E	-0.65771746635437	0	0	0	0	polymerase (RNA) II (DNA directed) polypeptide E		POLR2E
POLR2J	-0.719681560993195	0	0	0	0	polymerase (RNA) II (DNA directed) polypeptide J		POLR2J
POLR2L	-0.6746546626091	0	0	0	0	polymerase (RNA) II (DNA directed) polypeptide L		POLR2L
POLR3F	0.648751735687256	0	0	0	0	polymerase (RNA) III (DNA directed) polypeptide F		POLR3F
POLRMT	-1.56951379776001	0	0	0	0	polymerase (RNA) mitochondrial (DNA directed)		POLRMT
PPIC	-1.04907810688019	0	0	0	0	peptidylprolyl isomerase C		PPIC
PPIL4	0.632078170776367	0	0	0	0	peptidylprolyl isomerase (cyclophilin)-like 4		PPIL4
PPP1R18	-0.790965974330902	0	0	0	0	protein phosphatase 1, regulatory subunit 18		PPP1R18
PPP1R35	-1.09567952156067	0	0	0	0	protein phosphatase 1, regulatory subunit 35		PPP1R35
PPP1R37	-1.48459827899933	0	0	0	0	protein phosphatase 1, regulatory subunit 37		PPP1R37
PPP1R9B	-0.743384778499603	0	0	0	0	protein phosphatase 1, regulatory subunit 9B		PPP1R9B
PPP2R1A	-0.748057723045349	0	0	0	0	protein phosphatase 2, regulatory subunit A, alpha		PPP2R1A
PPP2R5B	-0.83535099029541	0	0	0	0	protein phosphatase 2, regulatory subunit B', beta		PPP2R5B
PPP3CB	0.682852506637573	0	0	0	0	protein phosphatase 3, catalytic subunit, beta isoform		PPP3CB
PPP4R3B	0.556805849075317	0	0	0	0	protein phosphatase 4 regulatory subunit 3B		PPP4R3B
PQBP1	-1.04273450374603	0	0	0	0	polyglutamine binding protein 1		PQBP1
PRELID1	-0.563914716243744	0	0	0	0	PRELI domain containing 1		PRELID1
PRKCSH	-1.37203538417816	0	0	0	0	protein kinase C substrate 80K-H		PRKCSH
PRPSAP1	-0.767691850662231	0	0	0	0	phosphoribosyl pyrophosphate synthetase-associated protein 1		PRPSAP1
PRR12	-0.895638108253479	0	0	0	0	proline rich 12		PRR12
PRR5	-0.816675961017609	0	0	0	0	proline rich 5 (renal)		PRR5
PRRX2	-0.518031299114227	0	0	0	0	paired related homeobox 2		PRRX2
PRXL2B	-0.848637044429779	0	0	0	0	peroxiredoxin like 2B		PRXL2B
PSAP	-0.499128341674805	0	0	0	0	prosaposin		PSAP
PSMB2	-0.717264950275421	0	0	0	0	proteasome (prosome, macropain) subunit, beta type 2		PSMB2
PSMC4	-0.842120826244354	0	0	0	0	proteasome (prosome, macropain) 26S subunit, ATPase, 4		PSMC4
PSMC5	-0.746407747268677	0	0	0	0	protease (prosome, macropain) 26S subunit, ATPase 5		PSMC5
PSMD3	-0.802621901035309	0	0	0	0	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3		PSMD3
PTBP3	0.577437341213226	0	0	0	0	polypyrimidine tract binding protein 3		PTBP3
PTH1R	-0.61210960149765	0	0	0	0	parathyroid hormone 1 receptor		PTH1R
PTMS	-1.08692073822021	0	0	0	0	parathymosin		PTMS
PTOV1	-0.797698318958282	0	0	0	0	prostate tumor over expressed gene 1		PTOV1
PTP4A3	-0.733069181442261	0	0	0	0	protein tyrosine phosphatase 4a3		PTP4A3
PTPRD	0.628356158733368	0	0	0	0	protein tyrosine phosphatase, receptor type, D		PTPRD
PUF60	-1.05426216125488	0	0	0	0	poly-U binding splicing factor 60		PUF60
PUM2	0.538977682590485	0	0	0	0	pumilio RNA-binding family member 2		PUM2
PURA	0.556541442871094	0	0	0	0	purine rich element binding protein A		PURA
PURB	0.473722726106644	0	0	0	0	purine rich element binding protein B		PURB
PUS1	-0.910600006580353	0	0	0	0	pseudouridine synthase 1		PUS1
PYCR1	-0.761052429676056	0	0	0	0	pyrroline-5-carboxylate reductase 1		PYCR1
PYROXD1	0.59748637676239	0	0	0	0	pyridine nucleotide-disulphide oxidoreductase domain 1		PYROXD1
