gene	youth_z
PDCL3	-0.1165
RUNX3	-0.1167
NET1	-0.1168
LRRC58	-0.1172
DECR1	-0.1172
DESI2	-0.1173
FKBP3	-0.1174
DEGS1	-0.1174
NUFIP1	-0.1175
PRKAR1A	-0.1176
RNF103	-0.1176
ANKLE2	-0.1177
PTPN2	-0.1179
SGCB	-0.1180
LIMA1	-0.1186
BBS2	-0.1186
COL3A1	-0.1190
TMTC2	-0.1195
UBE2D3	-0.1195
ZFP9	-0.1197
BMPR1A	-0.1197
NCDN	-0.1199
PIK3AP1	-0.1203
CAPN2	-0.1204
BACH1	-0.1208
CCNF	-0.1208
SORT1	-0.1210
CPM	-0.1214
TPM4	-0.1214
MERTK	-0.1216
ARPC5	-0.1216
MON1B	-0.1220
PLXNA3	-0.1222
ARPC1B	-0.1222
MAPKAPK2	-0.1223
NUMB	-0.1224
SAV1	-0.1227
RAB5C	-0.1229
PROSER1	-0.1229
KIFAP3	-0.1232
RNF187	-0.1234
TTPAL	-0.1234
ATAD1	-0.1240
TMBIM6	-0.1243
TRIM24	-0.1243
EXOC5	-0.1254
PANK2	-0.1262
TXNIP	-0.1264
SRSF1	-0.1275
MCMBP	-0.1276
DLG3	-0.1278
CTSL	-0.1281
NUDT9	-0.1283
COG8	-0.1284
NGLY1	-0.1286
SDF2	-0.1287
TMEM165	-0.1288
DPH3	-0.1288
TVP23B	-0.1290
CTDSPL	-0.1292
SLC16A4	-0.1296
ZYX	-0.1299
FAM120B	-0.1300
P3H3	-0.1300
ALCAM	-0.1302
CERS2	-0.1302
HJURP	-0.1303
SLC25A4	-0.1306
CDK19	-0.1309
POLD3	-0.1311
DSEL	-0.1319
RPL36A	-0.1324
PARP1	-0.1326
BRD7	-0.1327
RPL12	-0.1328
COX7C	-0.1329
SMIM7	-0.1331
POGLUT1	-0.1331
SDHA	-0.1340
FGFRL1	-0.1342
TGFB1	-0.1352
HIPK1	-0.1353
GTF2E2	-0.1355
PTCH1	-0.1357
DCUN1D4	-0.1361
TTC13	-0.1363
NDUFB9	-0.1364
TULP4	-0.1366
ITGB1	-0.1370
RPRD1A	-0.1380
LRRCC1	-0.1380
MED16	-0.1381
MMADHC	-0.1381
CSE1L	-0.1382
RBMS1	-0.1383
IPO7	-0.1387
BTBD1	-0.1389
YAF2	-0.1390
ELK4	-0.1393
TECR	-0.1393
AHCYL1	-0.1394
NDFIP1	-0.1398
PIGK	-0.1398
SRP9	-0.1402
ERI1	-0.1403
LMAN2	-0.1404
GNA13	-0.1405
FTH1	-0.1405
SLC29A3	-0.1406
EVI5	-0.1406
B3GALNT1	-0.1407
RCSD1	-0.1416
LRIF1	-0.1416
FAM98A	-0.1418
LMNA	-0.1419
MYC	-0.1422
CANT1	-0.1423
SLC25A16	-0.1430
ZFP629	-0.1431
CPE	-0.1431
P4HA3	-0.1431
SLC43A1	-0.1432
RAD23A	-0.1434
NUCB1	-0.1435
TRMT1L	-0.1439
HMMR	-0.1441
GATC	-0.1442
MADD	-0.1443
RPS7	-0.1443
ISLR	-0.1445
FYN	-0.1446
CLN6	-0.1447
PMEPA1	-0.1451
RCBTB1	-0.1455
TRAF6	-0.1457
PCCB	-0.1457
EAF1	-0.1458
ALS2	-0.1458
EMC8	-0.1459
ZFP398	-0.1460
ANKIB1	-0.1461
BSDC1	-0.1462
ZEB1	-0.1462
PRAF2	-0.1463
CHAC1	-0.1464
VWA1	-0.1478
ZFP423	-0.1480
CAP1	-0.1481
ACTB	-0.1483
CTDNEP1	-0.1483
N4BP1	-0.1485
ACTR2	-0.1486
CNOT6L	-0.1488
NCAPD3	-0.1492
SDF4	-0.1492
ALKBH8	-0.1504
BIVM	-0.1506
ERLIN1	-0.1510
RBPJ	-0.1510
REEP5	-0.1512
MAPK3	-0.1527
CHCHD3	-0.1532
RPL9	-0.1534
CBLL1	-0.1537
AFF1	-0.1538
CACNA1C	-0.1539
PPP2CB	-0.1541
CHML	-0.1549
ATP2C1	-0.1551
SAMHD1	-0.1553
XYLB	-0.1553
INPP5B	-0.1554
RAB11B	-0.1555
TFE3	-0.1556
H3F3B	-0.1557
COX8A	-0.1558
RSBN1L	-0.1559
NNT	-0.1560
PLAGL2	-0.1562
IPMK	-0.1563
NAA50	-0.1571
ABCD1	-0.1573
NANS	-0.1574
BOK	-0.1575
ORMDL3	-0.1587
IDH1	-0.1589
PXMP4	-0.1590
RPL23	-0.1595
PLBD2	-0.1598
TPST1	-0.1599
C1QTNF6	-0.1605
TIAL1	-0.1605
PRPF4	-0.1607
VPS41	-0.1608
NADK	-0.1609
ALDH3A2	-0.1613
CREBRF	-0.1614
GPALPP1	-0.1614
ZBED4	-0.1614
PXDC1	-0.1615
HUS1	-0.1617
C2CD2	-0.1621
EID1	-0.1621
PIAS3	-0.1622
YIPF5	-0.1624
NRP1	-0.1629
INPP5F	-0.1629
TTI1	-0.1632
SERINC1	-0.1637
CDC42	-0.1640
SMC6	-0.1642
ATP6V1G1	-0.1644
RAB8B	-0.1644
PFN1	-0.1649
USP46	-0.1649
PBXIP1	-0.1655
NAB2	-0.1658
PTCH2	-0.1658
ALG2	-0.1661
GAS6	-0.1662
INVS	-0.1662
CHEK1	-0.1664
ZFAND3	-0.1665
KEAP1	-0.1667
MOSPD2	-0.1677
ETFB	-0.1677
PTPN12	-0.1678
MLLT3	-0.1678
SEC11A	-0.1679
HSF2	-0.1681
ZBTB25	-0.1684
SLFN9	-0.1685
ACO1	-0.1688
BAZ1A	-0.1695
FXYD6	-0.1696
WLS	-0.1697
LPCAT1	-0.1703
NAB1	-0.1705
ZFP329	-0.1707
NONO	-0.1707
ZDHHC6	-0.1714
VTA1	-0.1720
SH3GLB1	-0.1721
PCOLCE	-0.1722
NFATC3	-0.1724
RPL15	-0.1729
FCHO2	-0.1734
RSPO3	-0.1737
NSA2	-0.1740
ATP6V0B	-0.1742
IKZF5	-0.1747
RAD18	-0.1750
YEATS4	-0.1755
PPP2R5A	-0.1755
UMPS	-0.1756
NUP210	-0.1757
FBXL12	-0.1758
AGA	-0.1759
TFCP2	-0.1760
RBBP8	-0.1769
LETMD1	-0.1771
CEP97	-0.1774
PSMC2	-0.1774
MYL12A	-0.1781
CHP1	-0.1783
PCDH17	-0.1784
MSANTD4	-0.1784
KHDRBS1	-0.1786
MCFD2	-0.1786
MCM2	-0.1786
HSPE1	-0.1801
SGMS1	-0.1808
PCSK5	-0.1810
MED28	-0.1810
SRP14	-0.1818
CD320	-0.1819
VASP	-0.1821
JAK2	-0.1822
MXD1	-0.1824
C2CD2L	-0.1826
TGFB3	-0.1831
CALM2	-0.1833
PTGS1	-0.1835
SLC39A6	-0.1839
NQO2	-0.1839
PPM1H	-0.1839
CPEB4	-0.1840
DTYMK	-0.1845
VPS13A	-0.1845
NDUFB5	-0.1845
MYOF	-0.1846
RPL23A	-0.1849
MAF1	-0.1851
PSIP1	-0.1852
SREK1IP1	-0.1854
PTMA	-0.1856
UBL7	-0.1857
ARFIP1	-0.1857
TMEM260	-0.1859
BTF3	-0.1859
SMURF2	-0.1860
TMED2	-0.1862
PHAX	-0.1864
CCDC34	-0.1866
UQCR10	-0.1868
HPS5	-0.1870
UFM1	-0.1870
PPP1CB	-0.1879
BRIX1	-0.1880
PPP1R2	-0.1882
CLSTN1	-0.1887
C2CD3	-0.1899
POLE2	-0.1900
LYST	-0.1901
PSEN1	-0.1903
WDR83OS	-0.1908
CNN3	-0.1910
SDHB	-0.1912
RAC1	-0.1913
SNX9	-0.1918
NRAS	-0.1919
PPIA	-0.1919
DFFA	-0.1925
COX4I1	-0.1925
NR4A2	-0.1926
DIS3	-0.1931
NAV2	-0.1937
DVL2	-0.1940
RHOQ	-0.1940
GNG5	-0.1942
TMTC3	-0.1945
FAM53B	-0.1945
PTBP3	-0.1946
GNAI3	-0.1949
IDH3B	-0.1949
MEX3C	-0.1952
PGRMC1	-0.1954
MYL12B	-0.1955
PCSK6	-0.1956
CCDC117	-0.1965
NEDD8	-0.1965
TRAPPC1	-0.1967
HSPD1	-0.1967
PPHLN1	-0.1967
SSB	-0.1974
RPL35A	-0.1975
SPPL2A	-0.1976
SMC2	-0.1977
CMAS	-0.1985
HMCN1	-0.1989
PHF5A	-0.1991
EI24	-0.1992
ANGEL2	-0.1992
USP15	-0.1993
KIF22	-0.1993
SNN	-0.2003
PEF1	-0.2007
STAG1	-0.2008
RBX1	-0.2020
NOTCH3	-0.2021
VGLL4	-0.2022
F8	-0.2024
TBPL1	-0.2025
RAB2A	-0.2025
PPP1R11	-0.2026
UBXN6	-0.2027
STEAP2	-0.2029
LCN2	-0.2033
NDUFA2	-0.2035
ST7L	-0.2037
CMTM7	-0.2037
ZC3H7B	-0.2038
ZFP36	-0.2039
PRKCI	-0.2040
SLC22A23	-0.2043
ATP6V1C1	-0.2059
SMC4	-0.2061
MAST3	-0.2063
TM9SF1	-0.2065
FLRT3	-0.2065
PKD2	-0.2068
GPBP1	-0.2076
SUGT1	-0.2083
PDHA1	-0.2084
LXN	-0.2089
SLC33A1	-0.2093
ZFP91	-0.2094
MAP4K5	-0.2095
MRPL4	-0.2095
COX4I2	-0.2099
RBL2	-0.2102
SLC35A1	-0.2107
GOSR2	-0.2109
YTHDF1	-0.2116
MEGF9	-0.2121
STARD8	-0.2122
TNFRSF21	-0.2127
RNASE4	-0.2128
TRMT2A	-0.2128
HS2ST1	-0.2128
RBMS2	-0.2129
PIGU	-0.2130
RAP1A	-0.2132
ATF6	-0.2134
TRAPPC9	-0.2140
JAK1	-0.2140
DCUN1D1	-0.2142
TUBG1	-0.2143
SEMA3C	-0.2143
SLC6A1	-0.2143
OSTC	-0.2151
SRI	-0.2162
NCK2	-0.2162
MTMR9	-0.2165
EOGT	-0.2168
RAB28	-0.2170
CDC40	-0.2170
NFE2L2	-0.2171
TALDO1	-0.2182
GUK1	-0.2184
ATAT1	-0.2188
DNAJC3	-0.2192
ITPRIPL2	-0.2192
OSTF1	-0.2207
NR3C1	-0.2210
ABCF2	-0.2215
SMU1	-0.2223
SPAST	-0.2224
DAPP1	-0.2225
DCAKD	-0.2229
DRG1	-0.2229
FBXO30	-0.2234
GALNT2	-0.2235
ADAMTS1	-0.2240
DAZAP2	-0.2240
NOS3	-0.2242
IFT80	-0.2246
PPIB	-0.2247
IKBKB	-0.2252
MINPP1	-0.2252
RILPL1	-0.2253
JAGN1	-0.2258
RRM1	-0.2259
MNT	-0.2262
RTTN	-0.2265
LRP4	-0.2267
MDH1	-0.2276
TESK1	-0.2276
RBMX	-0.2279
LSM8	-0.2280
PPP2R5E	-0.2281
CNNM3	-0.2281
GNAO1	-0.2286
VOPP1	-0.2294
TLE4	-0.2301
YIPF6	-0.2303
SERTAD4	-0.2311
LIX1L	-0.2312
AP2B1	-0.2315
GLIS2	-0.2318
VMP1	-0.2318
ATP6AP1	-0.2323
RPS6KA3	-0.2330
PKHD1L1	-0.2338
PLCB1	-0.2338
TMEM109	-0.2339
GALNT5	-0.2340
CD164	-0.2341
RNF13	-0.2346
FCGRT	-0.2347
SAR1B	-0.2351
NDUFS7	-0.2352
IDH2	-0.2359
IFT172	-0.2361
RNF114	-0.2363
ZFP800	-0.2370
EDEM1	-0.2375
MCM4	-0.2377
SPARCL1	-0.2380
MKNK2	-0.2386
GNG10	-0.2387
DUSP1	-0.2393
ZBTB1	-0.2394
PBK	-0.2397
TOP2B	-0.2400
KLF10	-0.2401
NCAM1	-0.2405
ADAM9	-0.2406
NSMAF	-0.2409
LSM14A	-0.2417
UBE2A	-0.2426
SENP7	-0.2428
ZFP322A	-0.2435
OSBPL11	-0.2436
DNAJC27	-0.2440
KNTC1	-0.2450
ZFP157	-0.2454
ACP2	-0.2458
ATP6V1D	-0.2459
FANCC	-0.2459
HSPA13	-0.2460
VSTM4	-0.2465
PSMA6	-0.2466
KIF11	-0.2469
SEC61B	-0.2476
SLC11A2	-0.2477
PPP6C	-0.2485
ST7	-0.2489
GOLGA7	-0.2493
RALB	-0.2493
GLTP	-0.2502
NOTCH1	-0.2504
TGFBRAP1	-0.2505
P3H4	-0.2509
COX7A2L	-0.2516
MIS18BP1	-0.2517
SLC25A46	-0.2520
EMC7	-0.2522
RPS21	-0.2523
LRP5	-0.2526
METAP1	-0.2537
BRK1	-0.2540
HECW2	-0.2543
ATP11A	-0.2546
AKIRIN2	-0.2547
ZCCHC2	-0.2548
RYBP	-0.2552
CALD1	-0.2552
GLI2	-0.2557
CCNB1	-0.2567
COX6B1	-0.2567
ACADL	-0.2568
ATP6V1A	-0.2568
EXOC8	-0.2570
PURB	-0.2570
FKTN	-0.2572
PLXND1	-0.2573
TLE1	-0.2575
KDELR1	-0.2577
HMBS	-0.2581
ACAP2	-0.2583
PRKD2	-0.2583
MMP16	-0.2583
CDCA4	-0.2584
SNRPD1	-0.2591
EMC10	-0.2594
SLC44A1	-0.2595
TM2D2	-0.2596
ARHGEF3	-0.2601
CAB39L	-0.2603
SNX13	-0.2604
GNPTG	-0.2604
TRAPPC13	-0.2611
NUDT4	-0.2613
CRIPT	-0.2615
ANKRD46	-0.2617
HADHB	-0.2619
ZFPL1	-0.2635
MPPED2	-0.2636
VPS26B	-0.2639
TMCO1	-0.2639
TRAM1	-0.2640
ECM1	-0.2641
MAN2B1	-0.2644
PARVA	-0.2645
PPP1R9B	-0.2653
R3HDM4	-0.2656
ARF4	-0.2658
SIKE1	-0.2659
UQCRH	-0.2663
SERPINH1	-0.2666
ADM	-0.2667
BCAP31	-0.2667
PBX1	-0.2675
CTCF	-0.2679
RRAGA	-0.2680
RNASEK	-0.2694
PSENEN	-0.2698
CNOT8	-0.2706
TMED3	-0.2706
NDUFS2	-0.2707
FLNA	-0.2713
DDX52	-0.2719
SDF2L1	-0.2720
API5	-0.2725
MEMO1	-0.2728
ADGRL3	-0.2732
LGALSL	-0.2732
FRMD4A	-0.2732
TMPO	-0.2738
DAPK2	-0.2738
PHLDA1	-0.2739
CAT	-0.2744
COL16A1	-0.2751
CDC42SE1	-0.2754
MITF	-0.2755
FOXO3	-0.2760
TOMM22	-0.2761
EXT1	-0.2763
KLHDC2	-0.2765
EIF3E	-0.2770
ATP6V1F	-0.2773
EPOR	-0.2776
LMO7	-0.2778
CLN5	-0.2778
PPP3R1	-0.2786
PLAU	-0.2791
TOP2A	-0.2799
SNAP29	-0.2800
SLC38A1	-0.2805
ECT2	-0.2807
SERP1	-0.2812
TMEM208	-0.2825
TMEM33	-0.2827
PEAK1	-0.2828
TSPAN31	-0.2836
ID1	-0.2840
TCF4	-0.2842
WASL	-0.2847
ACVR2A	-0.2847
ICE2	-0.2849
ST3GAL2	-0.2850
EMC3	-0.2851
XIAP	-0.2851
LAMP2	-0.2853
SP4	-0.2854
LAPTM4A	-0.2856
SHANK3	-0.2866
CHORDC1	-0.2874
STRADB	-0.2875
ARL8B	-0.2878
CLEC11A	-0.2881
CLPTM1L	-0.2882
GPX7	-0.2882
MRPL42	-0.2884
KIF23	-0.2886
DNAJA3	-0.2886
LRRC28	-0.2887
FAM20C	-0.2889
OPA3	-0.2895
SMIM14	-0.2896
RAP2C	-0.2899
TAF6	-0.2913
SYAP1	-0.2914
PTPN4	-0.2920
PRMT3	-0.2922
APRT	-0.2923
CCNY	-0.2925
SUMF1	-0.2936
ECH1	-0.2937
AK3	-0.2937
CCNA2	-0.2948
CAMK2D	-0.2951
NIPA2	-0.2951
NFIX	-0.2958
TMEM47	-0.2966
SLC25A20	-0.2967
AARSD1	-0.2969
GLOD4	-0.2969
CKS1B	-0.2973
PLEKHO1	-0.2976
RNF130	-0.2976
MANBA	-0.2979
CTSB	-0.2983
UQCRFS1	-0.2988
CASKIN2	-0.2989
TSPAN3	-0.2993
RAB10	-0.2998
FIZ1	-0.3000
VPS26A	-0.3004
MAD2L1	-0.3005
MRPL57	-0.3006
ITFG1	-0.3006
LUM	-0.3010
ETS1	-0.3013
ATP1B2	-0.3017
PRKAB1	-0.3021
CDK1	-0.3021
KLHL9	-0.3028
TIMP3	-0.3029
MTSS1	-0.3032
CCDC82	-0.3033
MSL3	-0.3033
NAA60	-0.3035
GCNT1	-0.3036
PRORSD1	-0.3041
ZHX1	-0.3044
RASAL2	-0.3049
MRPL52	-0.3063
SLC36A1	-0.3064
SERINC3	-0.3067
NOP10	-0.3068
PTPRK	-0.3071
DNAJC9	-0.3074
RBM41	-0.3080
B4GALT1	-0.3082
MKRN1	-0.3083
LRCH1	-0.3083
ITGB1BP1	-0.3085
RASSF4	-0.3087
MPND	-0.3093
RBM14	-0.3094
BRCA2	-0.3102
PLS3	-0.3104
ANXA1	-0.3105
SMARCD2	-0.3112
ERAL1	-0.3118
EIF1AX	-0.3143
ADGRL1	-0.3145
GSN	-0.3150
ERMP1	-0.3156
ARF6	-0.3159
SLC39A1	-0.3166
YPEL5	-0.3168
MFSD1	-0.3169
MCL1	-0.3171
KRTCAP2	-0.3173
CDC25B	-0.3181
NT5DC2	-0.3182
AGPAT5	-0.3188
TONSL	-0.3192
UBLCP1	-0.3193
RAP1B	-0.3208
TMOD3	-0.3210
ATG12	-0.3210
ARHGEF2	-0.3212
PEX1	-0.3218
NUF2	-0.3218
ZDHHC7	-0.3219
CCDC127	-0.3221
TCEA1	-0.3221
FBXO8	-0.3230
ZFP672	-0.3238
LIMS1	-0.3241
VEZF1	-0.3244
ANXA8	-0.3245
BMP1	-0.3252
MPV17	-0.3253
SCAMP4	-0.3257
BCAR3	-0.3258
CGREF1	-0.3258
PSMB5	-0.3259
SARAF	-0.3259
TDRD7	-0.3272
ARL5A	-0.3279
SSH2	-0.3287
PAIP1	-0.3290
PDGFRL	-0.3292
PPM1D	-0.3295
CDCA3	-0.3296
MB21D2	-0.3305
ZFP61	-0.3309
IDUA	-0.3310
SOX7	-0.3311
JUN	-0.3316
FBXL17	-0.3318
UNC50	-0.3331
HS6ST1	-0.3336
NDFIP2	-0.3339
TRIM27	-0.3344
MANEA	-0.3346
CCPG1	-0.3350
SCARF2	-0.3351
CTSH	-0.3358
IMPA1	-0.3361
ISCU	-0.3361
TSPAN2	-0.3363
ABCD3	-0.3365
CNPY2	-0.3369
CGGBP1	-0.3372
CERK	-0.3380
DBI	-0.3381
FBLN1	-0.3381
ADAM10	-0.3383
RNF19B	-0.3383
GALNS	-0.3397
LOXL3	-0.3411
SEPHS1	-0.3419
CGNL1	-0.3420
RND3	-0.3425
XPNPEP3	-0.3431
SDHD	-0.3431
PSAT1	-0.3451
SH3BGRL3	-0.3451
RASA3	-0.3453
EHD1	-0.3454
PREP	-0.3471
PREX1	-0.3478
VPS28	-0.3482
PRDX5	-0.3485
MALSU1	-0.3499
SMAP2	-0.3504
AEBP1	-0.3516
CISD2	-0.3521
SFI1	-0.3522
UQCRC2	-0.3525
CORO1C	-0.3530
PSTPIP1	-0.3531
KAZN	-0.3539
UBE2C	-0.3539
SCLT1	-0.3541
PRKCH	-0.3543
F2R	-0.3546
CKAP2	-0.3547
SEC22A	-0.3552
UBE3A	-0.3553
IFNGR1	-0.3560
SNRPB2	-0.3566
FUCA1	-0.3570
ASPM	-0.3571
CTNNB1	-0.3581
ARMC5	-0.3590
VAT1	-0.3598
IFNGR2	-0.3602
STAT1	-0.3604
CD47	-0.3618
PER1	-0.3624
ALDH1A3	-0.3626
MMP14	-0.3631
LRRC8D	-0.3645
LANCL2	-0.3657
SLC30A4	-0.3660
CASP3	-0.3660
RPS6KA2	-0.3662
ABHD12	-0.3676
COX5A	-0.3680
FRMD6	-0.3681
FAM3C	-0.3681
TMBIM4	-0.3684
FECH	-0.3687
ZFP799	-0.3688
CDO1	-0.3698
ECE1	-0.3701
SLC15A4	-0.3708
ZFP703	-0.3711
ACVR1	-0.3712
LYPLA1	-0.3722
PNRC2	-0.3732
CSRP1	-0.3733
SPRED1	-0.3735
IGSF10	-0.3750
RNF215	-0.3754
COL6A2	-0.3763
ABHD2	-0.3765
PPAT	-0.3767
DNAJB9	-0.3778
HTRA3	-0.3783
FOXJ2	-0.3786
SLC31A2	-0.3788
NPC2	-0.3793
LEPROTL1	-0.3806
LPAR1	-0.3815
TMEM39B	-0.3818
UBE2E3	-0.3819
TCP11L2	-0.3831
CYBRD1	-0.3832
SPARC	-0.3865
PLIN2	-0.3865
EED	-0.3872
DSTN	-0.3881
DAB2IP	-0.3886
TMEM59	-0.3887
ZFP111	-0.3890
MCM3	-0.3890
SLC4A2	-0.3891
RCBTB2	-0.3906
UFSP2	-0.3909
ATP6V1B2	-0.3910
METTL9	-0.3915
SLC6A12	-0.3917
MTERF3	-0.3923
ARPC5L	-0.3924
CROT	-0.3942
LRRC40	-0.3943
LRFN4	-0.3946
SYNJ2BP	-0.3970
ROBO1	-0.3971
HERPUD2	-0.3972
DUSP3	-0.3973
UBQLN2	-0.3983
CCNB2	-0.3989
ABCB10	-0.3995
SHC2	-0.3997
TNFRSF1A	-0.4004
MRPS14	-0.4009
AMZ2	-0.4019
FMOD	-0.4024
RHOG	-0.4031
ATP6V1E1	-0.4038
CNIH1	-0.4038
HSD17B10	-0.4039
PEX13	-0.4051
POLR3K	-0.4056
LMBRD1	-0.4064
NEK7	-0.4064
VASN	-0.4072
PLXDC2	-0.4076
FBXO5	-0.4085
PTGES3	-0.4087
CCNG2	-0.4102
RAB31	-0.4103
RPL22L1	-0.4110
ERP44	-0.4117
EMC4	-0.4137
GLRX3	-0.4154
POLR3E	-0.4165
ACSF2	-0.4177
CTSA	-0.4183
PRDX6	-0.4188
PPP1R14B	-0.4202
MAGOH	-0.4208
MSH2	-0.4208
RBP4	-0.4210
LMO4	-0.4211
SLC25A5	-0.4213
ENTPD3	-0.4217
INTS12	-0.4223
GJA1	-0.4223
SGCE	-0.4235
ASF1A	-0.4244
GPR155	-0.4246
IL17RA	-0.4247
RASA1	-0.4252
PDGFRA	-0.4263
RPE	-0.4263
SFXN3	-0.4267
TAF9B	-0.4269
CEPT1	-0.4274
GORASP1	-0.4275
PCNA	-0.4280
GRINA	-0.4294
SLC10A3	-0.4297
FGD6	-0.4299
NOA1	-0.4310
ST3GAL5	-0.4312
CARHSP1	-0.4314
CDC14A	-0.4316
NPR3	-0.4324
TSPAN18	-0.4331
SEC11C	-0.4336
MEF2A	-0.4339
CLCN7	-0.4348
COL5A1	-0.4364
ERLEC1	-0.4366
APOLD1	-0.4374
SCPEP1	-0.4376
CHMP1B	-0.4380
TRIM59	-0.4385
CADM1	-0.4393
IGBP1	-0.4395
RCAN1	-0.4397
RNF115	-0.4399
PTPRG	-0.4406
BTG1	-0.4439
LIPA	-0.4441
CTSF	-0.4442
PTPN13	-0.4443
PALD1	-0.4445
IFRD2	-0.4451
GLMP	-0.4453
NFIB	-0.4453
PINK1	-0.4454
NRP2	-0.4457
PIGC	-0.4457
AP2A2	-0.4484
ZC3H6	-0.4484
SLC25A32	-0.4487
STMN1	-0.4488
SPCS1	-0.4488
PDK2	-0.4525
CIPC	-0.4532
PRICKLE2	-0.4533
NPTN	-0.4536
EFS	-0.4547
DLX5	-0.4556
AMPD3	-0.4570
ID3	-0.4580
FAT3	-0.4593
CD63	-0.4594
ENPP2	-0.4602
SDC1	-0.4605
GAB2	-0.4607
GLUL	-0.4613
NBN	-0.4616
TUBA4A	-0.4616
LIFR	-0.4617
ADAM19	-0.4630
B4GALT4	-0.4631
FKBP5	-0.4632
UBL4A	-0.4643
ZFP422	-0.4643
DPY19L1	-0.4646
SLC17A5	-0.4657
B4GALT6	-0.4659
VKORC1	-0.4673
TMEM50B	-0.4675
FOXP1	-0.4677
S100A4	-0.4680
BGN	-0.4695
ISCA1	-0.4703
CACYBP	-0.4706
PLD3	-0.4721
NDUFV2	-0.4729
FBN1	-0.4731
PDCD4	-0.4741
MOB4	-0.4741
SAT1	-0.4753
CPNE3	-0.4770
RAB11A	-0.4776
POSTN	-0.4781
OGFRL1	-0.4783
ALG12	-0.4799
HK1	-0.4801
JAM2	-0.4804
CNIH4	-0.4806
LDB2	-0.4815
COL4A1	-0.4844
DBNDD2	-0.4873
FOXC1	-0.4878
B3GALT2	-0.4887
MMGT1	-0.4889
EMD	-0.4890
TPP1	-0.4893
ACADM	-0.4907
CD276	-0.4921
NDUFB11	-0.4945
VPS36	-0.4949
RIN2	-0.4972
COX6C	-0.4977
ALDH1L2	-0.4984
TPST2	-0.5007
ARHGAP26	-0.5008
PCDHGC3	-0.5008
SPCS3	-0.5032
LEPROT	-0.5035
CLMP	-0.5055
TSPAN12	-0.5067
ITM2B	-0.5067
GALNT10	-0.5103
PDE3B	-0.5103
HLTF	-0.5106
ZBED3	-0.5110
DUSP7	-0.5112
NDST1	-0.5117
FUT8	-0.5133
ACAA2	-0.5139
RACGAP1	-0.5141
PRR11	-0.5147
DMTN	-0.5150
EPHB2	-0.5169
PTGIS	-0.5173
AMPD2	-0.5176
SERPINB8	-0.5178
PPT1	-0.5184
PDIK1L	-0.5196
XPR1	-0.5196
KLHL21	-0.5204
GPX8	-0.5207
ENPP1	-0.5215
COLEC12	-0.5215
SLC37A4	-0.5216
APLN	-0.5237
IGFBP5	-0.5237
AHCYL2	-0.5251
SERPINE1	-0.5262
ELF1	-0.5278
ANGEL1	-0.5278
SUV39H1	-0.5294
CBFB	-0.5303
KCTD4	-0.5327
BIRC3	-0.5333
ALG14	-0.5341
BPGM	-0.5344
TGFBR2	-0.5357
PSME2	-0.5362
TAGLN2	-0.5371
TIMMDC1	-0.5374
FIGN	-0.5378
ATXN3	-0.5397
ABHD17C	-0.5422
PTN	-0.5431
NFIA	-0.5437
GLB1	-0.5442
HAT1	-0.5500
TGFBR3	-0.5532
MCM6	-0.5570
KIF21B	-0.5586
KIF18A	-0.5600
FBXL7	-0.5600
SIPA1	-0.5609
LRRC61	-0.5614
UNC5C	-0.5625
TCIRG1	-0.5646
HIBADH	-0.5659
BRCC3	-0.5662
GALNT3	-0.5664
OLFML3	-0.5668
RALGDS	-0.5680
SLC8B1	-0.5690
PLEKHB2	-0.5697
GPRC5C	-0.5700
YIPF4	-0.5705
HEXB	-0.5714
ZFP36L1	-0.5718
AURKB	-0.5725
RANBP6	-0.5737
SNAI2	-0.5744
RASGRP3	-0.5761
COX7B	-0.5789
PROS1	-0.5799
TNS1	-0.5816
SOD2	-0.5819
MGP	-0.5835
HP	-0.5843
CPPED1	-0.5844
TMEM65	-0.5848
PIP4K2A	-0.5849
SPTSSA	-0.5866
PPIC	-0.5889
CYP2S1	-0.5900
LY6E	-0.5911
TPBG	-0.5912
MAN2A1	-0.5914
PRDX2	-0.5934
PLEKHF2	-0.5947
ANKRD44	-0.5949
GSAP	-0.5950
NEU1	-0.5953
SEMA4D	-0.5961
TFRC	-0.5964
SH2B3	-0.5969
CITED2	-0.5980
TMED4	-0.5999
RGL1	-0.6024
BMPER	-0.6028
SHROOM4	-0.6036
TSPAN5	-0.6055
MPC2	-0.6066
LPAR4	-0.6067
RPA2	-0.6073
TFDP2	-0.6086
PLCG2	-0.6095
ALDH6A1	-0.6104
PRPS2	-0.6117
MGAT2	-0.6120
PTEN	-0.6143
FAM43A	-0.6155
CCND1	-0.6158
INPP4B	-0.6182
WIPF1	-0.6192
AKAP6	-0.6212
SDC2	-0.6214
TTF2	-0.6216
COMMD3	-0.6234
ADH5	-0.6235
PSME1	-0.6249
PTPRE	-0.6259
AP1S2	-0.6276
SEMA6D	-0.6286
IFITM2	-0.6291
REEP3	-0.6304
SKAP2	-0.6316
HSPA12A	-0.6317
FAM53A	-0.6325
TSPAN6	-0.6347
CLU	-0.6368
KALRN	-0.6375
HEXA	-0.6379
TNC	-0.6381
GUSB	-0.6445
UBE2V2	-0.6448
TMEM106B	-0.6453
CYB561A3	-0.6460
CHST15	-0.6465
MANSC1	-0.6475
PJA1	-0.6485
TRIB2	-0.6494
SNX33	-0.6522
LSP1	-0.6525
NFKBIA	-0.6542
