symbol	human_pure_cpm	human_purity_ratio	mt_baseMean	mt_lfc	ru_lfc	interaction_n3	interaction_n2	cartilage_enriched
Scfd1	73.6	0.439	2648.0	-0.35	-0.006	-0.345	-0.337	0
Rpl10a	881.93	8.272	3757.1	5.973	6.318	-0.345	-0.234	1
Taldo1	159.68	1.86	2617.2	-0.505	-0.16	-0.345	-0.451	0
Rars2	41.04	0.385	475.7	-0.403	-0.058	-0.346	-0.358	0
Hspg2	588.15	2.573	118743.7	-1.064	-0.718	-0.346	-0.578	1
Naa50	58.92	0.413	630.8	-2.693	-2.346	-0.346	-0.236	0
Nfkbil1	25.67	2.5	196.8	-3.034	-2.687	-0.347	-0.507	1
Cdc42se1	63.8	1.468	552.0	-0.757	-0.41	-0.347	-0.221	0
Emc4	32.06	4.438	888.4	-0.324	0.023	-0.347	-0.381	1
Med8	34.26	2.059	391.7	-0.884	-0.536	-0.348	-0.217	1
Efhd2	37.68	1.233	827.3	-1.3	-0.951	-0.349	-0.402	0
Ppp6r1	24.92	0.524	2860.9	-0.782	-0.433	-0.349	-0.335	0
Srsf5	196.96	1.458	3065.0	0.921	1.27	-0.35	-0.084	0
Tiam2	133.85	0.116	4593.2	-1.316	-0.966	-0.35	-0.62	0
Ap1g1	41.8	0.313	1581.9	-0.825	-0.475	-0.35	-0.317	0
Stim1	22.74	0.177	1031.4	-1.028	-0.678	-0.35	-0.391	0
Manba	27.89	0.165	298.2	-0.509	-0.159	-0.35	-0.455	0
Pgk1	574.05	5.637	4040.7	3.843	4.193	-0.35	-0.18	1
Hdhd2	22.93	0.586	443.8	-1.347	-0.997	-0.35	-0.314	0
Nbas	36.83	0.184	2582.2	-0.298	0.052	-0.351	-0.584	0
Cnpy2	133.06	2.778	3488.7	-0.894	-0.542	-0.352	-0.605	1
Chd7	27.55	0.228	736.5	-0.304	0.05	-0.354	-0.012	0
Stard10	28.84	2.229	393.8	0.706	1.061	-0.355	-0.565	1
Esco1	32.75	0.496	182.3	-1.244	-0.889	-0.355	-0.069	0
Tmem216	20.31	4.868	115.7	-0.74	-0.385	-0.355	-0.3	1
Gabarapl2	134.45	5.526	533.7	3.682	4.037	-0.355	-0.229	1
Akt1	87.42	4.097	7616.8	-0.539	-0.183	-0.356	-0.381	1
March5	31.77	0.513	507.2	-2.013	-1.657	-0.356	-0.31	0
Denr	52.73	1.077	855.5	-3.755	-3.395	-0.359	-0.136	0
Prkrip1	23.63	0.274	173.8	-1.407	-1.048	-0.359	-0.411	0
Tmem258	251.14	6.441	2506.7	-0.782	-0.422	-0.361	-0.416	1
Cdk5rap3	42.02	1.889	1954.7	-0.721	-0.36	-0.361	-0.481	0
Cog3	27.54	0.534	1739.8	0.692	1.053	-0.361	-0.513	0
Rpn1	120.19	1.922	12183.6	-0.476	-0.115	-0.361	-0.415	0
Shtn1	21.15	0.355	90.9	1.375	1.737	-0.362	-1.41	0
Bnip3	249.56	6.078	1637.2	0.981	1.344	-0.363	-0.53	1
Sumf1	29.39	0.192	573.5	-0.847	-0.484	-0.363	-0.294	0
Pkn2	62.77	0.323	1487.1	-0.841	-0.478	-0.363	-0.354	0
Pdcd6	164.31	2.238	1560.0	-0.907	-0.543	-0.364	-0.354	1
Ctsl	43.48	1.334	2476.8	-1.849	-1.485	-0.364	-0.711	0
Btg3	57.61	1.074	396.0	8.285	8.649	-0.364	-0.371	0
Arhgap1	30.99	1.156	1420.6	-0.683	-0.317	-0.366	-0.291	0
Malt1	28.45	0.114	316.8	1.886	2.252	-0.366	-0.105	0
Aph1b	23.89	0.877	171.8	3.147	3.513	-0.367	-0.576	0
Pitpnc1	59.64	0.057	346.7	-1.11	-0.743	-0.367	-0.871	0
Hspb11	44.55	1.115	486.6	-0.514	-0.146	-0.367	-0.581	0
Stk39	64.65	0.297	2989.6	-0.939	-0.571	-0.368	-0.376	0
Ndufa12	36.51	2.29	234.0	1.351	1.719	-0.368	-0.037	1
Rlim	50.28	0.977	277.5	-2.345	-1.976	-0.369	-0.464	0
Bhlhe41	182.68	5.937	182.2	0.6	0.969	-0.369	-0.677	1
Usp9x	46.17	0.221	2360.4	-12.077	-11.708	-0.369	-0.288	0
Itm2a	357.27	8.867	40099.4	-0.903	-0.534	-0.369	-0.779	1
Slc39a14	373.73	0.865	1751.9	-1.322	-0.953	-0.369	-0.818	0
Synpo	96.78	1.591	5104.6	-1.845	-1.476	-0.369	-0.552	0
Lztfl1	24.67	1.057	724.2	0.641	1.012	-0.371	-0.171	0
Slc8a3	53.48	0.572	6897.7	-1.499	-1.128	-0.371	-0.689	0
Emc7	49.61	3.913	1696.6	-0.385	-0.014	-0.371	-0.295	1
Ssbp2	26.66	0.085	455.8	1.176	1.547	-0.371	-0.505	0
Exosc8	23.68	1.4	377.6	-1.902	-1.53	-0.372	-0.519	0
Ak1	231.41	5.568	567.5	-0.597	-0.225	-0.373	-0.476	1
Cops7a	44.19	3.574	1873.5	-0.806	-0.433	-0.373	-0.292	1
Arhgef1	58.05	0.95	6549.8	-2.152	-1.779	-0.374	-0.42	0
Rpl24	966.11	5.878	4064.2	9.566	9.943	-0.376	-0.149	1
Arfgef2	62.61	0.347	1649.9	-1.165	-0.787	-0.378	-0.604	0
Praf2	36.8	4.887	163.0	-0.819	-0.44	-0.379	-0.607	1
Asnsd1	21.52	2.034	377.6	2.273	2.652	-0.379	-0.102	1
Rnaseh1	20.53	1.007	213.7	-1.661	-1.281	-0.38	-0.231	0
Gtf2f2	33.98	0.424	534.3	-3.478	-3.097	-0.381	-0.413	0
Zdhhc4	30.85	3.272	1089.0	0.875	1.256	-0.381	-0.755	1
Cd9	332.93	2.109	10644.7	-0.966	-0.584	-0.382	-0.393	1
Uso1	93.67	0.734	6370.1	-0.674	-0.291	-0.383	-0.488	0
Sec61g	452.77	12.264	1831.9	8.663	9.046	-0.383	-0.666	1
Efcab14	52.79	0.88	1639.6	0.519	0.902	-0.384	-0.22	0
Hsd17b10	30.05	4.764	1098.4	-1.167	-0.784	-0.384	-0.505	1
Cdk17	37.47	0.112	705.7	-0.689	-0.304	-0.385	-0.139	0
Zbtb41	26.5	1.146	625.6	-1.53	-1.145	-0.386	-0.549	0
Erlec1	88.4	1.811	4149.5	0.287	0.675	-0.388	-0.568	0
Sesn1	44.59	0.378	1076.8	0.5	0.891	-0.391	-0.796	0
Atp5md	229.82	6.619	275.9	3.754	4.146	-0.392	-0.523	1
Trmt11	24.07	0.26	253.8	-0.834	-0.441	-0.393	-0.27	0
Uqcc2	41.44	2.52	1236.8	-1.366	-0.972	-0.394	-0.443	1
Hps1	20.8	0.755	613.1	-0.463	-0.069	-0.394	-0.511	0
Mtap	20.42	0.436	803.8	-1.498	-1.103	-0.395	-0.481	0
Fam20c	137.24	0.959	1612.7	-1.257	-0.862	-0.395	-0.194	0
Ihh	102.3	24.513	6049.3	-0.464	-0.069	-0.395	-0.281	1
Tom1	27.07	0.459	730.6	7.217	7.613	-0.395	-0.813	0
Ssr2	224.96	3.796	8104.4	-0.61	-0.214	-0.396	-0.728	1
Arfgef1	49.18	0.218	2533.5	-0.518	-0.122	-0.396	-0.412	0
Bcl2l2	20.14	1.96	64.1	-0.957	-0.56	-0.397	-0.48	0
Mat2b	37.32	1.459	1001.2	-1.114	-0.716	-0.398	-0.674	0
Pde4d	24.8	0.036	395.0	0.488	0.887	-0.399	-0.502	0
Phc3	64.09	0.403	258.6	-1.261	-0.861	-0.4	-0.549	0
Creb3l2	136.95	0.657	2498.6	-0.882	-0.483	-0.4	-0.588	0
Csrnp1	72.37	2.182	134.0	-0.625	-0.225	-0.4	-0.551	1
Slc7a1	28.06	0.163	878.7	-0.947	-0.546	-0.401	-0.596	0
Hapln1	6339.47	2.395	76507.7	-1.876	-1.474	-0.402	-0.314	1
Sorbs2	97.91	1.651	2181.7	-0.999	-0.598	-0.402	-0.73	0
Rps6kb1	36.77	0.517	1542.8	-1.337	-0.935	-0.402	-0.539	0
Nras	32.69	1.445	248.3	-1.891	-1.488	-0.404	-0.058	0
Letmd1	23.86	1.068	293.3	-0.479	-0.074	-0.404	-0.775	0
Tpgs2	35.8	1.214	443.1	-0.396	0.01	-0.406	-0.382	0
Loxl4	404.12	7.046	8829.0	-1.631	-1.224	-0.407	-0.288	1
P3h1	152.93	4.718	16332.4	-1.014	-0.607	-0.407	-0.897	1
Ncoa2	26.3	0.094	1692.5	-0.36	0.048	-0.408	-0.599	0
Ndufaf2	41.11	0.457	185.7	-1.528	-1.12	-0.408	-0.435	0
Commd6	209.01	8.091	321.4	0.488	0.901	-0.413	-0.383	1
Sdccag8	39.66	0.249	242.5	-0.926	-0.512	-0.414	-0.152	0
Nenf	91.77	3.761	1117.9	-1.565	-1.151	-0.414	-0.435	1
Ufm1	89.16	1.275	360.3	-3.775	-3.36	-0.415	-0.224	0
Pnisr	225.17	0.97	1834.3	0.41	0.825	-0.415	-0.166	0
Ufd1	38.78	1.152	1342.5	-0.4	0.016	-0.416	-0.301	0
Ugdh	80.07	0.595	9063.1	-0.569	-0.152	-0.417	-0.251	0
Nucb1	228.29	3.372	10235.8	-0.686	-0.268	-0.417	-0.745	1
Baiap2l1	37.16	0.644	476.9	-0.921	-0.504	-0.417	-0.147	0
Ctsf	41.49	4.807	915.1	-1.524	-1.106	-0.418	-0.36	1
Unkl	21.2	0.619	156.3	-0.998	-0.578	-0.42	-0.438	0
Twsg1	157.18	1.611	1776.7	-0.906	-0.485	-0.421	-0.878	0
Cog6	39.33	0.637	2742.7	0.316	0.738	-0.422	-0.291	0
Slc43a3	50.43	1.359	1387.3	-4.232	-3.81	-0.422	-0.398	0
Emc6	32.54	4.286	252.2	-1.461	-1.038	-0.423	-0.331	1
Susd5	60.05	1.148	17054.6	-0.761	-0.338	-0.423	-0.474	0
Pycr2	35.68	4.462	804.1	-1.201	-0.776	-0.426	-0.482	1
Mgat5	48.7	0.127	689.8	0.637	1.063	-0.426	-1.03	0
Trmt112	99.06	6.454	327.3	4.919	5.347	-0.428	-0.118	1
Eno1	918.65	4.333	6830.6	2.251	2.679	-0.429	-0.628	1
Sdc3	35.46	1.994	4357.9	-1.308	-0.88	-0.429	-0.662	1
Prickle1	45.62	0.556	2389.9	-0.332	0.097	-0.429	-0.473	0
Serinc5	219.92	0.571	4814.8	-1.815	-1.385	-0.43	-0.802	0
Swap70	77.75	0.682	1450.7	0.31	0.74	-0.43	-0.567	0
Taf1d	139.77	0.956	113.0	-1.0	-0.568	-0.432	-0.086	0
Ddx3y	153.74	1.09	1133.1	-11.142	-10.709	-0.433	-9.229	0
Cyba	112.83	1.291	980.3	1.054	1.486	-0.433	-0.529	0
Sdhaf2	26.54	0.96	426.6	-0.643	-0.209	-0.434	-0.422	0
Bbip1	33.69	1.026	232.3	-0.737	-0.302	-0.435	-0.095	0
Coprs	58.83	4.244	390.3	2.463	2.898	-0.435	-0.575	1
Ddr1	23.03	2.527	1211.3	-1.306	-0.868	-0.438	-0.682	1
Unc50	31.17	2.011	1537.5	-0.982	-0.543	-0.438	-0.351	1
Obsl1	101.55	4.825	7384.3	-0.362	0.077	-0.439	-0.385	1
Phf1	29.43	1.211	413.3	-0.727	-0.287	-0.44	-0.389	0
Slc12a2	25.54	0.35	1384.1	-0.372	0.068	-0.44	-0.547	0
Bcl10	30.85	1.402	337.2	-1.573	-1.133	-0.441	-0.718	0
Sharpin	30.88	1.694	526.3	-0.477	-0.036	-0.442	-0.395	0
Atg3	31.21	0.889	1452.5	-0.886	-0.444	-0.442	-0.157	0
Bcat1	441.83	1.74	2056.9	-2.666	-2.224	-0.442	-1.206	0
Per2	85.22	0.866	301.7	0.528	0.971	-0.443	-0.591	0
Stx2	33.68	0.87	505.2	-0.581	-0.137	-0.444	-0.503	0
Pfkfb3	35.56	0.144	606.3	-1.938	-1.494	-0.444	-0.955	0
Ets2	37.21	0.59	1094.7	-1.058	-0.612	-0.446	-0.574	0
Plod1	160.49	4.053	8998.5	-0.943	-0.496	-0.447	-0.829	1
Saysd1	24.36	3.682	137.1	-4.883	-4.434	-0.448	-0.265	1
Casc4	89.44	0.799	966.5	-1.659	-1.21	-0.449	-0.441	0
Enpp1	588.02	0.9	4262.6	0.518	0.967	-0.449	-0.664	0
Tctn3	30.05	0.956	477.4	1.101	1.55	-0.45	-0.185	0
Rpl3	2046.99	4.204	18896.0	9.204	9.655	-0.451	-0.539	1
Wwc2	42.22	0.359	1372.4	-1.07	-0.615	-0.454	-0.591	0
Styx	25.33	0.79	63.4	3.752	4.206	-0.455	-0.372	0
Gripap1	20.36	0.882	670.1	-0.744	-0.285	-0.459	-0.557	0
Tmem214	42.14	2.393	5307.4	-0.357	0.104	-0.461	-0.55	1
Tns2	75.59	2.938	7415.8	-1.39	-0.927	-0.463	-0.646	1
Glt8d2	28.22	2.154	627.8	0.444	0.908	-0.463	-0.743	1
Plod3	80.01	1.757	7318.9	-0.629	-0.165	-0.463	-0.678	0
Ebp	33.55	2.001	804.4	-0.496	-0.032	-0.464	-0.701	1
Cyld	29.62	0.272	572.7	-0.424	0.04	-0.464	-0.781	0
C1qtnf3	48.14	7.038	19595.9	-1.243	-0.779	-0.464	-0.427	1
Matn3	3334.09	6.865	59497.3	-1.439	-0.973	-0.466	-0.579	1
Rftn2	72.87	1.344	2744.9	-0.445	0.023	-0.468	-0.934	0
Selenos	139.34	2.218	2548.2	-1.031	-0.563	-0.469	-0.666	1
Ramp1	77.59	0.719	363.8	1.154	1.625	-0.471	-0.304	0
Ift43	21.94	0.517	403.9	-1.171	-0.698	-0.472	-0.314	0
Lsp1	80.21	0.917	1261.9	-2.831	-2.358	-0.473	-0.341	0
Fancl	27.15	0.618	477.7	0.755	1.228	-0.473	-0.519	0
Plekhh2	146.69	1.383	1009.8	-1.901	-1.426	-0.474	-0.964	0
Marveld1	64.86	3.496	321.6	-1.236	-0.762	-0.474	-0.752	1
Thbs3	396.27	4.355	22695.9	-1.167	-0.693	-0.475	-0.884	1
Txndc11	24.82	0.343	2303.7	-1.357	-0.881	-0.476	-0.403	0
Adk	96.29	0.108	3459.3	-1.786	-1.308	-0.479	-0.502	0
Cbwd1	25.02	0.791	568.5	0.865	1.344	-0.479	-0.375	0
Ypel3	90.25	2.003	346.2	-0.895	-0.416	-0.479	-0.727	1
Sat2	54.5	3.929	158.6	-1.782	-1.302	-0.481	-0.112	1
Itga1	37.2	0.62	1549.9	-0.797	-0.316	-0.482	-0.177	0
Kank1	48.48	0.406	3444.7	-0.348	0.134	-0.482	-0.695	0
Fndc3b	370.37	0.125	7080.9	-1.541	-1.057	-0.483	-0.903	0
Gp1bb	50.38	1.684	126.6	-4.888	-4.405	-0.483	-0.954	0
Trim47	109.95	5.86	2201.9	-1.118	-0.634	-0.484	-0.511	1
Etfrf1	21.56	1.405	143.5	-1.142	-0.658	-0.485	-0.429	0
