symbol	human_pure_cpm	human_purity_ratio	mt_baseMean	mt_lfc	ru_lfc	interaction_n3	interaction_n2	cartilage_enriched
Slc25a39	29.47	1.419	1355.6	-1.767	-1.873	0.105	0.08	0
Psmc2	31.06	1.361	2717.2	-0.767	-0.872	0.105	0.151	0
Rpl37	1533.32	4.546	4980.9	1.08	0.975	0.105	0.211	1
Birc2	98.31	0.742	755.8	1.167	1.062	0.105	0.082	0
Crebzf	49.06	0.965	141.5	-1.966	-2.071	0.105	0.209	0
Ipo7	52.88	0.366	3513.7	0.346	0.242	0.104	0.034	0
Nudc	71.12	0.778	1796.9	0.725	0.621	0.104	0.09	0
Rps4x	1415.12	5.764	5134.3	0.776	0.673	0.104	0.209	1
Fbxw2	25.84	0.725	642.8	-1.64	-1.744	0.104	0.043	0
Aph1a	55.58	3.442	627.2	3.398	3.294	0.104	0.023	1
C1d	29.88	0.963	516.6	-2.553	-2.657	0.104	0.208	0
Prdx5	143.03	4.404	1906.6	-1.007	-1.11	0.103	0.077	1
Ap2b1	49.74	0.342	3005.0	0.259	0.156	0.103	0.163	0
Sh3bp4	30.33	0.823	813.5	0.65	0.547	0.103	0.11	0
Rpl18	1333.17	4.071	9131.0	2.707	2.605	0.102	0.05	1
Wfdc1	30.09	4.017	573.8	2.895	2.793	0.102	0.09	1
Dync1h1	102.14	0.644	15002.7	0.566	0.464	0.101	0.061	0
Ndufa6	54.23	3.165	1018.1	-1.618	-1.719	0.101	0.338	1
Lzts2	30.76	3.458	1607.5	-0.462	-0.562	0.1	0.034	1
Plcb1	23.72	0.058	479.6	1.088	0.988	0.1	0.015	0
Znrd2	24.32	7.207	434.8	-0.379	-0.479	0.1	0.256	1
Spcs3	74.81	1.428	567.6	0.473	0.373	0.1	0.136	0
Utp6	23.83	0.623	1073.9	0.7	0.6	0.1	0.215	0
Cdk19	27.73	0.254	213.5	-0.954	-1.054	0.1	0.546	0
Efr3a	32.9	0.314	1545.4	0.385	0.286	0.099	0.281	0
Psmb1	166.44	3.584	4034.9	-0.643	-0.743	0.099	0.107	1
Mrpl28	40.84	3.078	763.5	-0.61	-0.709	0.099	0.069	1
Nasp	74.72	0.525	1828.8	0.82	0.721	0.099	0.17	0
Lonp2	53.02	0.483	1104.7	-0.417	-0.515	0.098	0.022	0
Nae1	25.69	1.046	943.9	0.462	0.364	0.098	0.311	0
Kpnb1	116.68	0.82	6714.2	-0.663	-0.76	0.097	0.101	0
Tbc1d9b	36.37	0.944	2568.4	0.382	0.285	0.097	0.126	0
Igbp1	31.23	0.731	840.1	-1.179	-1.276	0.097	0.102	0
Scaper	26.9	0.138	936.6	0.836	0.739	0.097	0.137	0
Prmt2	100.17	0.968	714.3	1.489	1.393	0.097	0.147	0
Vps26a	37.78	0.639	701.7	0.608	0.511	0.097	0.235	0
Rps24	2307.89	5.752	10008.8	2.103	2.007	0.096	0.117	1
Herc4	47.11	0.19	1039.4	0.686	0.591	0.095	0.129	0
Prpf19	26.62	1.538	4426.1	-0.253	-0.348	0.095	0.145	0
Alyref	30.85	3.73	1555.2	0.949	0.855	0.094	0.187	1
Nsa2	91.16	2.762	1307.3	2.065	1.972	0.093	0.846	1
Larp1b	29.32	0.3	141.3	-0.795	-0.888	0.093	0.02	0
Hdac2	67.97	1.904	4280.6	0.882	0.789	0.093	0.205	0
Taf15	61.33	0.305	2249.3	1.2	1.108	0.092	0.139	0
N4bp1	20.04	0.179	1261.8	0.946	0.854	0.092	0.029	0
Rbm10	31.94	0.677	1317.2	1.701	1.61	0.091	0.208	0
Gabpa	28.24	0.937	426.8	-6.919	-7.01	0.091	0.149	0
Mcts1	46.65	1.665	749.8	0.866	0.778	0.088	0.23	0
Snx2	32.39	0.68	1584.2	0.39	0.302	0.088	0.111	0
Tm9sf2	134.14	1.744	7047.4	0.615	0.527	0.088	0.058	0
Btbd2	30.95	1.328	1186.9	1.899	1.811	0.088	0.049	0
Psmb3	71.41	2.693	1443.3	1.572	1.485	0.087	0.211	1
Pnrc1	175.67	0.974	478.4	-0.552	-0.639	0.087	0.196	0
Fam126a	41.56	0.388	409.3	0.504	0.417	0.087	0.531	0
Pcgf3	31.47	0.669	472.7	-0.727	-0.813	0.087	0.103	0
Psmd3	37.07	1.878	3768.3	-0.396	-0.483	0.087	0.067	0
Prkag1	25.97	0.808	1224.3	-1.341	-1.427	0.086	0.06	0
Pias2	51.15	0.704	1059.0	-0.37	-0.456	0.085	0.01	0
Psmc3	70.74	3.46	3731.7	-0.54	-0.624	0.084	0.046	1
Srprb	42.71	2.077	87.9	7.905	7.821	0.084	0.094	1
Noc3l	21.32	0.588	525.3	0.473	0.389	0.084	0.191	0
Psma7	182.81	3.312	2430.2	-1.011	-1.094	0.084	0.211	1
Eva1b	86.11	3.017	652.0	-1.404	-1.487	0.083	0.335	1
Cyth2	30.66	1.049	1074.4	-0.417	-0.5	0.082	0.034	0
Tln1	84.85	1.173	13133.9	0.256	0.175	0.081	0.033	0
Vmp1	173.71	0.695	919.2	-0.463	-0.543	0.08	0.072	0
Zc3h13	54.22	0.513	1730.2	0.9	0.821	0.079	0.083	0
Prpf8	68.27	1.027	13286.3	0.29	0.212	0.078	0.018	0
Csde1	269.09	1.443	7337.3	1.092	1.015	0.078	0.02	0
Nagk	32.16	1.428	1091.3	0.589	0.512	0.077	0.229	0
Adam17	31.35	0.18	1617.0	0.867	0.791	0.076	0.134	0
Arl14ep	27.23	0.981	397.4	1.682	1.606	0.076	0.063	0
Dnajc8	66.38	1.514	1134.8	-0.508	-0.583	0.075	0.189	0
Tsr2	20.36	1.994	400.5	0.503	0.428	0.075	0.002	1
Runx1t1	24.1	1.058	124.9	0.75	0.675	0.075	0.618	0
Man1c1	22.79	0.378	443.8	0.679	0.606	0.074	0.507	0
Cabin1	27.36	0.36	2372.7	0.309	0.235	0.074	0.234	0
Zmat2	47.65	1.67	1037.5	-1.207	-1.28	0.073	0.153	0
Gabarap	263.36	3.753	4708.7	-0.842	-0.915	0.073	0.043	1
Hcfc1r1	44.83	4.302	869.5	-0.876	-0.949	0.073	0.098	1
Fbn1	27.94	0.407	10778.2	1.034	0.962	0.073	0.261	0
Tcf12	23.46	0.057	2211.7	0.72	0.648	0.072	0.096	0
Eif1	1417.17	4.409	834.9	-3.428	-3.5	0.072	0.092	1
Rps20	728.69	2.757	9016.6	1.576	1.504	0.072	0.039	1
Pmpca	24.21	1.279	1774.8	-0.336	-0.408	0.071	0.238	0
Maco1	27.46	0.338	1388.5	-0.606	-0.678	0.071	0.007	0
Anxa7	64.19	0.77	1559.4	-1.24	-1.312	0.071	0.544	0
Gng12	47.01	0.605	155.2	-0.717	-0.787	0.071	0.071	0
Rbm22	34.73	1.267	1213.2	0.743	0.673	0.07	0.078	0
Pcid2	26.05	0.84	775.2	0.408	0.339	0.069	0.132	0
Tardbp	58.63	1.261	2716.6	-0.706	-0.774	0.068	0.156	0
Unk	20.34	0.264	667.2	-0.476	-0.543	0.067	0.094	0
Ranbp1	54.79	4.674	1930.1	-1.586	-1.653	0.067	0.204	1
Ran	206.56	6.019	4459.8	1.353	1.287	0.066	0.034	1
Yeats2	31.99	0.516	1503.4	0.576	0.51	0.066	0.018	0
Hnrnpr	98.14	0.764	2575.5	0.656	0.59	0.066	0.067	0
Fxyd5	121.16	1.605	631.2	-1.269	-1.335	0.065	0.055	0
Rsl1d1	75.52	1.565	2032.2	-0.277	-0.342	0.065	0.055	0
Psma6	59.38	1.177	1754.8	-2.36	-2.424	0.065	0.123	0
Hnrnpm	124.9	0.738	9733.1	0.289	0.226	0.063	0.136	0
Dlc1	112.55	0.303	2200.9	-0.404	-0.467	0.062	0.02	0
Mrps12	25.08	3.704	376.8	-1.062	-1.124	0.062	0.254	1
Cyfip1	46.59	0.549	3022.9	0.874	0.812	0.062	0.174	0
Emg1	22.72	1.038	1118.3	-1.447	-1.509	0.062	0.175	0
Etfb	92.38	2.911	407.8	-0.477	-0.539	0.062	0.134	1
Spcs1	147.01	7.176	2203.6	-0.94	-1.001	0.062	0.054	1
H2afv	96.29	0.938	710.5	-0.554	-0.615	0.062	0.039	0
Snrnp70	78.38	0.773	4388.7	-0.505	-0.565	0.061	0.118	0
Mgll	66.88	0.496	256.7	-1.352	-1.409	0.057	0.703	0
Mboat7	28.93	0.883	663.7	-1.049	-1.106	0.057	0.019	0
Selenoh	149.83	4.221	843.0	-0.359	-0.416	0.057	0.104	1
Nars	49.98	1.119	3462.3	-0.676	-0.733	0.057	0.045	0
Slc30a6	21.76	0.633	566.2	0.387	0.331	0.057	0.098	0
Dnmt1	27.2	0.49	3107.2	-0.483	-0.539	0.056	0.097	0
Ints3	34.16	1.079	2175.1	0.536	0.48	0.056	0.012	0
Hadha	81.93	1.145	4494.3	0.45	0.395	0.056	0.015	0
Gtf2h3	25.25	1.226	537.6	-0.584	-0.639	0.056	0.175	0
Uqcrq	192.52	8.402	1407.1	-1.187	-1.242	0.055	0.306	1
Rela	40.04	1.545	1383.2	0.469	0.415	0.054	0.213	0
Vegfb	37.73	1.479	415.7	1.252	1.198	0.054	0.134	0
Arpc2	180.77	0.902	3199.2	-0.947	-1.001	0.054	0.042	0
Nolc1	27.9	0.782	3156.4	-0.341	-0.395	0.054	0.141	0
Eif3m	74.0	1.857	2769.5	1.105	1.052	0.054	0.332	0
Coq4	27.26	1.701	86.7	-0.851	-0.904	0.053	0.228	0
Tspo	268.42	6.849	598.9	1.696	1.643	0.053	0.155	1
Kif1bp	34.75	1.05	835.2	-0.529	-0.581	0.052	0.052	0
Smchd1	55.64	0.121	1928.8	-0.675	-0.727	0.052	0.1	0
Rbm17	52.65	0.926	1881.9	-1.024	-1.076	0.051	0.005	0
Nuak1	23.37	0.971	418.4	-1.03	-1.081	0.051	0.026	0
Tmem243	30.74	0.789	207.3	2.798	2.747	0.051	0.498	0
Chmp2a	85.72	4.653	1964.5	-0.292	-0.342	0.05	0.034	1
Bcas2	34.74	0.841	945.4	-0.401	-0.451	0.05	0.021	0
Gpat4	30.52	0.571	2053.2	-0.31	-0.359	0.049	0.133	0
Mdh2	67.55	4.687	5398.3	-0.283	-0.332	0.049	0.047	1
Comt	79.9	2.382	816.0	0.497	0.449	0.049	0.099	1
Arpc5l	29.17	1.693	330.6	-0.444	-0.491	0.047	0.419	0
mt-Nd4l	147.36	0.447	9246.8	13.903	13.857	0.046	0.184	0
Psmd12	35.93	0.724	2318.3	-0.812	-0.858	0.046	0.034	0
Ndfip1	125.02	1.071	2689.0	0.98	0.934	0.046	0.065	0
Ikbip	82.79	1.719	1852.5	-1.343	-1.389	0.046	0.035	0
Mfsd1	24.37	0.81	1256.7	1.297	1.251	0.046	0.018	0
Rpl27	624.8	6.259	2878.1	6.715	6.669	0.045	0.131	1
Cdkn2d	27.23	3.797	279.3	-0.873	-0.918	0.045	0.245	1
Entr1	20.4	1.585	477.4	-0.585	-0.629	0.044	0.056	0
Elob	303.03	4.851	1144.9	-1.856	-1.9	0.044	0.292	1
Glrx3	36.2	0.523	1162.9	1.964	1.921	0.044	0.338	0
Mcmbp	37.29	0.961	1365.8	-0.47	-0.513	0.043	0.175	0
Inhba	24.21	0.138	51.9	-1.825	-1.867	0.042	0.724	0
Hnrnpc	247.58	0.32	1947.1	-1.151	-1.19	0.039	0.129	0
Srf	28.56	1.912	747.0	-0.95	-0.988	0.039	0.097	0
Sugt1	75.58	0.906	1220.4	-0.595	-0.633	0.038	0.231	0
Dnajc7	50.1	0.699	2302.7	-1.172	-1.21	0.038	0.037	0
Ift88	25.35	0.476	698.9	-0.568	-0.606	0.038	0.21	0
Mapk1	47.53	0.33	1584.6	-0.276	-0.313	0.038	0.014	0
C1qbp	67.49	7.889	2148.6	-0.342	-0.379	0.037	0.085	1
Dynll1	327.46	6.764	2288.1	-0.653	-0.69	0.037	0.063	1
Plpbp	21.64	1.848	209.9	-2.83	-2.867	0.037	0.269	0
Rnf139	23.39	1.01	1504.8	0.416	0.38	0.036	0.055	0
Nfe2l1	100.51	2.065	3833.4	-0.876	-0.912	0.036	0.052	1
Wbp1	37.44	5.556	527.5	0.807	0.771	0.035	0.033	1
Smc3	48.22	1.08	3850.9	0.361	0.326	0.034	0.057	0
Prcc	21.38	0.672	1243.4	-0.345	-0.379	0.034	0.017	0
Tle5	89.98	2.058	1782.2	0.963	0.93	0.034	0.064	1
Mad1l1	24.89	0.215	628.7	-1.199	-1.232	0.033	0.201	0
Tfdp1	40.91	1.076	1890.3	0.477	0.445	0.032	0.041	0
Jpt2	52.86	1.189	562.5	-0.978	-1.009	0.031	0.278	0
Trnau1ap	24.85	0.899	660.9	-0.501	-0.531	0.03	0.095	0
Mpp6	160.04	0.785	2040.1	-0.549	-0.579	0.03	0.204	0
Rfng	52.8	3.498	706.0	1.824	1.794	0.03	0.045	1
Slc38a6	32.42	0.582	287.5	1.417	1.388	0.029	0.587	0
Fnta	46.06	0.902	1578.4	-0.934	-0.963	0.029	0.065	0
Cops3	29.27	1.068	2521.1	-0.681	-0.71	0.029	0.106	0
Atp2a2	95.37	0.479	8340.5	-0.592	-0.621	0.029	0.163	0
Ndufa13	264.27	3.096	1526.5	-0.65	-0.678	0.028	0.069	1
Btf3	265.34	7.337	4120.6	1.652	1.624	0.028	0.109	1
Klc1	67.72	0.375	4049.4	1.086	1.058	0.028	0.073	0
Plxnd1	42.34	0.9	2586.4	0.444	0.416	0.028	0.746	0
Smarcc2	30.23	1.149	2759.2	0.251	0.224	0.028	0.025	0
Kifc3	25.39	0.6	1309.6	0.78	0.753	0.027	0.192	0
Slc25a5	82.5	8.257	1220.7	-0.705	-0.731	0.026	0.25	1
Ube2j2	26.58	0.847	571.9	0.583	0.558	0.026	0.083	0
Mrps5	41.48	1.169	886.1	1.732	1.707	0.025	0.062	0
Ndufv3	45.83	1.272	1345.5	0.812	0.787	0.024	0.136	0
Cct8	88.46	1.915	7619.9	-0.505	-0.529	0.024	0.103	0
Gnb2	100.91	3.658	5897.3	-0.602	-0.626	0.024	0.001	1
Efna1	29.73	4.324	393.4	-1.909	-1.932	0.024	0.534	1
Impdh2	103.06	6.771	2873.5	3.298	3.274	0.024	0.004	1
Fxr1	124.74	0.913	3062.8	0.646	0.624	0.022	0.063	0
Rpa2	22.7	0.744	643.6	-1.237	-1.259	0.022	0.031	0
Ranbp2	61.39	0.378	4787.7	-0.441	-0.462	0.021	0.097	0
Sptbn1	94.48	0.676	9894.3	1.017	0.996	0.021	0.146	0
Fam107b	48.85	0.092	198.3	2.237	2.218	0.019	0.661	0
Brox	44.84	1.456	619.6	2.671	2.653	0.019	0.047	0
Sh3gl1	47.16	0.728	2909.1	-0.955	-0.972	0.017	0.007	0
Eif5a	114.49	4.455	5929.6	-0.513	-0.53	0.017	0.023	1
Adam15	44.91	2.676	1530.5	-0.351	-0.367	0.016	0.176	1
Scrn1	23.46	1.51	326.5	1.237	1.22	0.016	0.294	0
Ap3d1	38.86	0.652	3806.7	-0.558	-0.574	0.016	0.034	0
Uqcrfs1	54.94	3.988	2026.1	0.696	0.681	0.015	0.006	1
Stxbp3	49.89	0.766	567.3	0.692	0.678	0.014	0.196	0
Rpl32	2089.94	5.684	4654.3	-0.581	-0.595	0.013	0.08	1
Tcea1	96.84	0.951	661.3	1.973	1.96	0.013	0.005	0
Cdc42ep5	75.73	3.629	249.6	-1.014	-1.026	0.013	0.574	1
Mrps16	38.47	2.375	740.1	-0.968	-0.98	0.013	0.216	1
Rpl15	1604.94	7.231	2892.1	7.26	7.248	0.013	0.094	1
Atg101	34.1	2.086	611.9	1.284	1.272	0.012	0.136	1
Gmps	33.64	0.66	3111.3	1.564	1.553	0.011	0.146	0
Aqr	24.54	0.354	2710.1	0.717	0.708	0.01	0.053	0
Oser1	26.38	1.0	282.4	2.069	2.06	0.009	0.204	0
Smad7	84.64	0.622	367.9	0.978	0.969	0.009	0.123	0
Tia1	51.52	1.334	661.2	0.903	0.895	0.008	0.031	0
Six1	21.9	2.233	258.9	1.286	1.278	0.008	0.742	1
Ptpn18	42.65	1.564	51.5	2.006	1.998	0.008	1.473	0
Gnptab	62.36	0.877	1446.9	-0.351	-0.359	0.008	0.255	0
Cisd1	21.62	1.918	329.7	-0.539	-0.547	0.008	0.226	0
Mtrex	27.96	0.327	2688.0	1.071	1.064	0.007	0.098	0
Srsf7	152.55	1.362	2192.9	-0.749	-0.755	0.007	0.134	0
Mysm1	48.26	0.643	443.2	1.609	1.603	0.006	0.099	0
Lrrfip1	120.36	0.29	1298.4	0.67	0.665	0.006	0.14	0
U2surp	111.22	1.056	2296.6	0.342	0.337	0.005	0.043	0
Sp3	41.77	0.36	1737.7	0.987	0.983	0.003	0.068	0
Emc3	51.54	0.83	1176.4	-0.289	-0.292	0.003	0.031	0
Rpl22	865.35	4.365	2881.5	-1.227	-1.23	0.003	0.071	1
Psmb6	64.59	4.406	4083.7	-1.048	-1.051	0.003	0.1	1
Tbcd	22.23	0.261	1791.6	0.354	0.351	0.002	0.089	0
Rab11a	43.41	0.424	715.9	-1.982	-1.985	0.002	0.109	0
Upf3a	57.76	1.001	714.3	-1.318	-1.319	0.001	0.04	0
Eps15	25.4	0.148	1355.5	0.72	0.72	0.001	0.295	0
Wdr43	26.54	0.341	1000.7	-2.346	-2.346	0.001	0.092	0
Mdh1	66.5	3.301	3659.5	-2.021	-2.021	0.0	0.172	1
Ubr3	32.96	0.159	2511.2	-0.731	-0.731	-0.0	-0.122	0
Arfip2	23.11	1.897	1018.0	-1.367	-1.365	-0.002	-0.28	0
Pole3	41.58	2.648	989.5	-0.317	-0.314	-0.003	-0.208	1
Tomm22	34.08	6.076	714.5	0.782	0.784	-0.003	-0.161	1
Zranb2	179.39	0.921	1204.4	-0.47	-0.467	-0.003	-0.003	0
Dip2a	40.96	0.416	1230.7	0.719	0.722	-0.003	-0.075	0
Pcyt1a	36.84	0.64	1079.1	0.783	0.786	-0.003	-0.349	0
Mrps2	20.43	3.297	449.8	-0.734	-0.73	-0.004	-0.156	1
Pou2f1	33.59	0.259	83.0	-1.276	-1.272	-0.004	-0.239	0
Sgcd	35.7	0.379	526.8	0.338	0.343	-0.005	-0.153	0
Rnf169	21.27	0.262	198.2	0.587	0.591	-0.005	-0.521	0
Brd2	116.94	0.979	5560.7	-0.634	-0.63	-0.005	-0.131	0
Ddx5	630.35	1.984	12914.2	1.267	1.272	-0.005	-0.045	1
Myl12b	216.85	3.05	1175.3	0.522	0.528	-0.005	-0.113	1
Rrbp1	349.9	0.761	32781.1	-0.722	-0.717	-0.005	-0.34	0
Aamp	29.5	2.446	3069.8	-0.868	-0.863	-0.005	-0.236	1
Fus	271.14	0.878	8488.6	0.583	0.589	-0.006	-0.049	0
Zfand3	46.91	0.058	768.4	0.311	0.317	-0.006	-0.189	0
Rnf13	57.83	0.528	795.9	0.596	0.603	-0.007	-0.068	0
Pex6	20.33	1.252	649.6	-1.312	-1.306	-0.007	-0.069	0
Srp72	75.31	1.112	3420.0	-0.495	-0.488	-0.007	-0.143	0
Ddx24	106.05	1.172	1845.6	-0.392	-0.385	-0.007	-0.126	0
Cs	23.5	0.745	2215.1	-0.292	-0.284	-0.008	-0.015	0
Rabl6	41.11	0.779	2541.6	-0.354	-0.346	-0.008	-0.199	0
Cdc16	31.14	0.893	3479.7	-2.018	-2.01	-0.008	-0.063	0
Fbxw11	27.64	0.137	1100.4	-0.827	-0.818	-0.008	-0.068	0
Ror2	31.95	0.159	1373.3	0.433	0.442	-0.009	-0.155	0
Ric8a	26.13	2.929	1054.4	-0.687	-0.679	-0.009	-0.143	1
Arf4	243.0	1.563	7923.9	-0.621	-0.612	-0.009	-0.18	0
Fam160b2	23.36	1.213	601.8	0.45	0.459	-0.009	-0.382	0
Laptm4a	361.78	5.831	11555.0	-0.328	-0.318	-0.009	-0.157	1
Fbxo11	33.75	0.077	1928.4	0.455	0.465	-0.009	-0.057	0
Arl16	33.42	3.321	296.5	-0.408	-0.398	-0.01	-0.116	1
Hdac5	33.85	0.827	2292.4	0.759	0.769	-0.01	-0.299	0
Eef1d	539.12	1.856	4380.7	-0.714	-0.703	-0.01	-0.11	0
Klhdc2	37.27	1.272	2598.5	0.376	0.387	-0.011	-0.12	0
Mrpl37	35.63	2.259	953.8	-0.387	-0.376	-0.011	-0.097	1
Slc30a1	53.86	4.123	219.3	0.601	0.611	-0.011	-0.607	1
Mrpl14	49.06	2.232	652.8	-1.211	-1.2	-0.011	-0.044	1
Cox16	64.24	1.921	52.6	-3.807	-3.796	-0.011	-0.358	0
Snapc1	74.32	1.172	141.1	-1.103	-1.092	-0.011	-0.028	0
Ncor1	69.36	0.384	4717.2	0.325	0.336	-0.011	-0.167	0
Vapb	31.29	0.569	778.3	-0.364	-0.352	-0.011	-0.044	0
Klhl21	77.79	1.765	728.7	-0.96	-0.948	-0.011	-0.167	0
Sh3bgrl	43.82	0.612	763.5	0.331	0.343	-0.012	-0.119	0
Acox1	43.14	1.092	973.9	-0.702	-0.69	-0.012	-0.353	0
Khsrp	51.09	1.309	2693.5	0.754	0.767	-0.012	-0.253	0
Rnf6	20.87	1.085	424.2	-1.918	-1.905	-0.012	-0.582	0
Ppib	456.05	5.447	19852.2	-0.34	-0.327	-0.013	-0.206	1
Dido1	31.55	0.354	1986.0	-0.379	-0.367	-0.013	-0.115	0
Eif4e2	59.26	1.133	1275.1	-0.79	-0.777	-0.013	-0.098	0
Desi1	22.32	0.954	452.8	-0.398	-0.385	-0.013	-0.23	0
Pwwp2a	26.79	0.356	66.6	-3.611	-3.597	-0.013	-0.221	0
Polr2b	42.11	0.677	3415.1	0.376	0.389	-0.014	-0.018	0
Orai3	34.17	4.431	191.5	-0.619	-0.605	-0.014	-0.391	1
Slc35e1	58.46	1.038	1119.4	-0.514	-0.5	-0.014	-0.007	0
Phospho1	71.93	3.425	5025.1	-2.194	-2.18	-0.014	-0.582	1
Cbx3	114.96	2.542	795.0	1.713	1.727	-0.014	-0.327	1
Ercc6l2	49.97	0.498	627.5	-0.779	-0.765	-0.014	-0.437	0
Bckdk	29.52	5.528	1618.7	-0.986	-0.972	-0.015	-0.087	1
Slc12a4	37.83	1.698	4736.5	-0.456	-0.442	-0.015	-0.218	0
Strn3	36.5	0.234	1479.4	-0.598	-0.583	-0.015	-0.03	0
Sox9	514.47	5.607	3186.8	-1.959	-1.944	-0.015	-0.35	1
Phf20l1	61.0	0.643	718.7	0.906	0.921	-0.016	-0.13	0
Nelfb	31.13	1.397	1441.6	-1.162	-1.146	-0.016	-0.159	0
Gosr2	35.32	0.658	1172.6	-0.704	-0.689	-0.016	-0.306	0
Tpra1	24.88	0.566	423.9	-0.773	-0.757	-0.016	-0.278	0
Grk2	28.26	0.84	1478.1	-0.965	-0.949	-0.017	-0.086	0
Rdx	87.57	0.612	2520.0	-0.373	-0.356	-0.017	-0.192	0
Ankle2	45.99	0.424	1423.5	0.855	0.872	-0.017	-0.135	0
Helz	64.41	0.417	1276.4	-0.713	-0.696	-0.018	-0.413	0
Snx18	52.88	2.14	894.6	1.077	1.095	-0.018	-0.561	1
Pdxdc1	97.94	0.61	3988.0	-1.14	-1.123	-0.018	-0.171	0
Usp53	137.7	1.48	884.9	-0.854	-0.835	-0.018	-0.58	0
Mat2a	79.86	1.012	1527.3	-0.762	-0.744	-0.018	-0.103	0
Taf1	28.85	0.265	1066.6	-0.988	-0.969	-0.019	-0.279	0
Esd	47.67	2.625	1964.3	0.446	0.465	-0.019	-0.03	1
Pes1	24.55	1.681	1618.6	0.398	0.418	-0.019	-0.076	0
Fkbp10	298.48	4.521	18102.8	-1.04	-1.021	-0.019	-0.58	1
Gk5	21.49	0.605	415.3	1.802	1.822	-0.019	-0.479	0
Ube2g2	56.76	0.835	670.7	-0.951	-0.932	-0.019	-0.472	0
Pttg1ip	322.82	1.926	1370.9	0.433	0.452	-0.019	-0.312	0
S100a13	752.48	7.998	460.3	-0.448	-0.428	-0.02	-0.191	1
B4galt3	25.08	3.055	950.5	-0.601	-0.581	-0.02	-0.377	1
Psmb4	108.22	4.704	3992.7	-0.805	-0.785	-0.02	-0.081	1
Nkapd1	25.11	2.086	410.0	0.851	0.872	-0.02	-0.379	1
Rprd1b	23.22	0.415	350.2	-0.472	-0.451	-0.02	-0.206	0
Ypel2	48.06	0.711	81.6	1.057	1.077	-0.021	-0.079	0
Pmpcb	40.9	1.002	1301.6	-0.758	-0.737	-0.021	-0.062	0
Insr	60.01	0.421	926.4	-0.624	-0.603	-0.021	-0.415	0
Rbm25	168.8	0.87	2351.9	-0.374	-0.353	-0.021	-0.324	0
Dyrk1a	54.12	0.129	1378.5	-0.466	-0.444	-0.022	-0.164	0
Btbd6	23.21	6.527	629.3	0.43	0.452	-0.022	-0.309	1
Nadk2	26.37	0.732	64.2	0.907	0.929	-0.022	-0.748	0
Eri3	24.59	0.465	1389.9	-1.341	-1.319	-0.022	-0.19	0
Dnajb2	78.14	3.003	560.3	-0.592	-0.57	-0.022	-0.06	1
Scaf11	141.35	0.528	1437.0	-0.822	-0.8	-0.022	-0.171	0
Brd9	25.88	0.637	766.7	-0.706	-0.684	-0.023	-0.177	0
Acbd6	33.66	0.248	551.1	-0.923	-0.9	-0.023	-0.096	0
Tmem183a	28.35	1.389	538.3	-0.543	-0.52	-0.023	-0.056	0
Atic	27.44	1.888	2457.5	0.558	0.582	-0.024	-0.116	0
Cd63	1216.99	4.837	9639.3	1.005	1.029	-0.024	-0.204	1
Tpd52l1	94.82	1.993	301.7	-2.778	-2.754	-0.024	-0.285	1
Dcaf7	48.53	0.697	1113.3	-0.689	-0.665	-0.024	-0.226	0
Twf1	36.75	2.419	883.4	0.591	0.616	-0.025	-0.168	1
Wtap	60.52	0.242	1162.6	0.923	0.948	-0.025	-0.286	0
Vapa	158.2	0.912	2588.6	-0.468	-0.443	-0.025	-0.068	0
Slc11a2	23.24	0.638	739.9	-0.925	-0.9	-0.025	-0.224	0
Osbpl5	27.2	0.74	1787.2	-1.017	-0.991	-0.026	-0.218	0
Eif2s2	178.0	1.476	3157.9	1.844	1.87	-0.026	-0.049	0
Eml3	21.58	1.312	1368.8	-0.901	-0.875	-0.026	-0.072	0
Nudt9	22.19	0.824	871.0	-0.849	-0.823	-0.026	-0.218	0
Slc25a11	27.88	3.704	1581.9	-0.325	-0.298	-0.026	-0.123	1
Gak	28.96	0.269	2090.3	-0.386	-0.359	-0.027	-0.042	0
Slc35a3	39.47	0.748	525.3	-0.675	-0.648	-0.027	-0.107	0
Ino80e	24.55	1.634	676.3	-0.936	-0.909	-0.027	-0.109	0
Gpbp1	99.72	0.266	1736.8	-0.301	-0.273	-0.027	-0.084	0
Fkbp8	126.56	2.967	3427.1	-0.379	-0.351	-0.027	-0.107	1
Cebpz	43.48	0.729	2064.1	0.853	0.881	-0.028	-0.108	0
Ywhaq	212.79	0.769	1746.8	3.726	3.754	-0.028	-0.157	0
Smarcad1	28.73	0.515	891.1	0.423	0.452	-0.029	-0.216	0
Dnajb11	74.65	1.83	2362.4	-0.709	-0.68	-0.029	-0.045	0
Bcl2	40.06	0.066	146.5	-1.645	-1.616	-0.029	-0.26	0
Gon4l	24.13	0.264	1229.5	1.198	1.227	-0.029	-0.232	0
Tada3	38.24	2.46	821.4	0.593	0.622	-0.029	-0.17	1
Nup153	36.23	0.222	2323.4	-0.596	-0.567	-0.029	-0.043	0
Fat1	105.88	0.784	13453.8	-0.4	-0.37	-0.03	-0.39	0
Sil1	50.93	0.387	1075.2	-1.261	-1.232	-0.03	-0.438	0
Myo9a	106.28	0.419	1444.6	-0.389	-0.359	-0.03	-0.11	0
Cnot8	33.49	0.948	941.1	0.521	0.551	-0.03	-0.104	0
Scaf1	22.51	1.316	3200.4	-0.823	-0.793	-0.03	-0.159	0
